"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Barbara Stanisława CHROBAK - nr na liście 1";"Krzysztof MARKOWSKI - nr na liście 2";"Janusz Kazimierz CIOŁCZYK - nr na liście 3";"Krzysztof Edward PEROŃ - nr na liście 4";"Jan BOSAK - nr na liście 5";"Anna Jadwiga SPORYSZKIEWICZ - nr na liście 6";"Andrzej Marek DUDA - nr na liście 7";"Paweł DRATWA - nr na liście 8";"Stanisław Antoni BORÓWKA - nr na liście 9";"Marcin Grzegorz GÓRALCZYK - nr na liście 10";"Anna Grażyna KAŁUŻA - nr na liście 11";"Ewa Bogusława PARADZIŃSKA - nr na liście 12";"Ewa Barbara JANIK - nr na liście 13";"Cezary Adam DOBROWOLSKI - nr na liście 14";"Agata Elżbieta BEBEŃCA - nr na liście 15";"Eliza Maria LABOCHA - nr na liście 16";"Tomasz Adam KMITA - nr na liście 17";"Stanisław DĄBROWA - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Ewa Danuta MALIK - nr na liście 1";"Waldemar Franciszek ANDZEL - nr na liście 2";"Robert Piotr WARWAS - nr na liście 3";"Danuta Czesława NOWICKA - nr na liście 4";"Maria MATERLA - nr na liście 5";"Marcin Henryk KOZIK - nr na liście 6";"Małgorzata Wioletta ZARYCHTA-SURÓWKA - nr na liście 7";"Zbigniew Józef PIĄTEK - nr na liście 8";"Bożena Grażyna SZYDLIK - nr na liście 9";"Kazimierz Czesław WILK - nr na liście 10";"Lena Marzena WARDENGA - nr na liście 11";"Maciej Daniel DERELA - nr na liście 12";"Beata Elżbieta CIEŚLIK - nr na liście 13";"Paweł Ludwik SZOPA - nr na liście 14";"Ewa Irena TRAWCZYŃSKA - nr na liście 15";"Zenon Zygmunt GŁĄB - nr na liście 16";"Łukasz CURYŁO - nr na liście 17";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Włodzimierz CZARZASTY - nr na liście 1";"Rafał Jan ADAMCZYK - nr na liście 2";"Anita Kornelia ZIEGLER-CHAMIELEC - nr na liście 3";"Wojciech Marcin NITWINKO - nr na liście 4";"Łukasz Karol LITEWKA - nr na liście 5";"Magdalena Monika KOT - nr na liście 6";"Wacław Michał CHUDZIKIEWICZ - nr na liście 7";"Marta DZIUBKA - nr na liście 8";"Adrian Paweł KUŹNICKI - nr na liście 9";"Ewa Katarzyna PÓŁTORAK - nr na liście 10";"Małgorzata ŁUBEK - nr na liście 11";"Marcin Rafał GŁADKOWSKI - nr na liście 12";"Anna Ewa FILIK - nr na liście 13";"Aleksandra Maria GRANAT - nr na liście 14";"Damian Leszek ŁUKASIK - nr na liście 15";"Urszula CZAJER - nr na liście 16";"Łukasz Rafał CIASTOŃ - nr na liście 17";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Jerzy Jan JANOSKA - nr na liście 1";"Marcin Czesław KOLCZYK - nr na liście 2";"Waldemar SIKORA - nr na liście 3";"Grzegorz Ryszard OLEKSIEWICZ - nr na liście 4";"Artur Karol JAKÓBIK - nr na liście 5";"Olga Kinga KLARCZYŃSKA - nr na liście 6";"Monika Mirella KRZYŻAK - nr na liście 7";"Jagoda Magda KOCLĘGA - nr na liście 8";"Renata Aleksandra CYGAN - nr na liście 9";"Ryszard Zbigniew MIZDRA - nr na liście 10";"Wojciech Andrzej GRABOWSKI - nr na liście 11";"Dominika Agnieszka SURMIK - nr na liście 12";"Robert Paweł CIEŚLIK - nr na liście 13";"Małgorzata Halina DĄBROWSKA - nr na liście 14";"Magdalena Ilona LOREK - nr na liście 15";"Ewelina Magdalena GOREL - nr na liście 16";"Sylwia OSIAL - nr na liście 17";"Krzysztof Adam PAŁKA - nr na liście 18";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Wojciech Paweł SAŁUGA - nr na liście 1";"Barbara DOLNIAK - nr na liście 2";"Mateusz Andrzej BOCHENEK - nr na liście 3";"Anna Ewa NEMŚ - nr na liście 4";"Marek Romuald WĘGRZYNOWICZ - nr na liście 5";"Bożena Irena ŁAPAJ - nr na liście 6";"Maciej Artur KLIMEK - nr na liście 7";"Teresa Mieczysława KOSMALA-GĄSIOR - nr na liście 8";"Marcin Jakub ZAPART - nr na liście 9";"Paweł SZCZEPANEK - nr na liście 10";"Ryszard Tadeusz MILEJ - nr na liście 11";"Jarosław Jacek SOCHACKI - nr na liście 12";"Renata Janina SOLIPIWKO - nr na liście 13";"Ewa Barbara SKOTALCZYK - nr na liście 14";"Marcin Bernard JANECZEK - nr na liście 15";"Małgorzata Agata OCHĘDUSZKO-LUDWIK - nr na liście 16";"Elżbieta Joanna LIEGMANN - nr na liście 17";"Jolanta Izabela MOĆKO - nr na liście 18"
"9cbf-6ef1-be2c-1343-7704-819c-fb57-0b59";"247501";"32";"29";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego w Sosnowcu, Technikum Nr 6 Grafiki, Logistyki i Środowiska (dawny Zespół Szkół Technicznych), ul. Legionów 9, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1400";"1509";"342";"1058";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1058";"0";"0";"1058";"8";"7";"1";"0";"1050";"32";"16";"3";"1";"0";"4";"2";"1";"0";"2";"1";"0";"0";"1";"1";"0";"0";"0";"0";"318";"176";"46";"34";"10";"8";"5";"6";"3";"2";"1";"1";"1";"0";"16";"0";"1";"8";"266";"110";"19";"4";"50";"65";"3";"0";"4";"1";"3";"0";"0";"0";"5";"0";"0";"2";"39";"22";"2";"3";"1";"2";"1";"0";"0";"2";"1";"0";"1";"2";"0";"1";"0";"1";"0";"395";"40";"168";"153";"5";"0";"0";"3";"0";"1";"10";"0";"0";"1";"5";"0";"2";"1";"6"
"10c8-ec74-9aba-44bc-3935-0224-651d-a1b8";"247501";"32";"30";"miasto";"stały";"Przedszkole Miejskie Nr 12, ul. Ignacego Mościckiego 26a, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1500";"1663";"504";"996";"2";"3";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"6";"1";"5";"0";"990";"27";"12";"1";"1";"0";"1";"1";"1";"0";"0";"1";"3";"0";"0";"0";"1";"1";"2";"2";"285";"155";"38";"21";"12";"3";"11";"1";"3";"1";"4";"1";"1";"4";"18";"1";"1";"10";"298";"148";"13";"13";"31";"65";"1";"0";"5";"1";"5";"0";"0";"2";"11";"1";"1";"1";"49";"27";"6";"0";"2";"3";"2";"1";"0";"2";"0";"2";"0";"0";"0";"1";"0";"2";"1";"331";"44";"139";"120";"9";"3";"2";"2";"0";"1";"4";"0";"1";"0";"2";"0";"0";"2";"2"
"9f40-6cb7-50c5-2c29-66b5-e8ef-bdc2-6ee6";"247501";"32";"31";"miasto";"stały";"Szkoła Podstawowa Nr 22, ul. Anieli Urbanowicz 14, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1650";"1799";"498";"1152";"2";"8";"1";"1";"0";"0";"0";"0";"1";"1153";"1";"0";"1153";"4";"3";"1";"0";"1149";"30";"15";"2";"0";"1";"1";"1";"2";"0";"1";"3";"0";"0";"3";"0";"0";"0";"1";"0";"390";"184";"54";"39";"20";"4";"24";"3";"9";"1";"7";"0";"3";"5";"15";"3";"2";"17";"292";"143";"19";"11";"34";"61";"8";"0";"3";"2";"1";"1";"0";"0";"4";"1";"3";"1";"55";"27";"4";"2";"3";"2";"5";"0";"2";"5";"0";"0";"1";"0";"3";"0";"0";"0";"1";"382";"59";"132";"160";"8";"4";"1";"2";"2";"1";"6";"0";"1";"1";"0";"0";"1";"2";"2"
"7679-c11d-67eb-082e-8569-5830-1344-d5b3";"247501";"32";"32";"miasto";"stały";"Urząd Miejski w Sosnowcu, ul. Stanisława Małachowskiego 3, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1000";"1081";"429";"571";"0";"3";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"12";"6";"6";"0";"559";"28";"11";"3";"1";"1";"2";"2";"4";"0";"0";"0";"1";"0";"2";"0";"0";"1";"0";"0";"179";"101";"26";"11";"5";"6";"4";"1";"2";"2";"8";"2";"0";"0";"5";"2";"2";"2";"123";"55";"9";"6";"20";"22";"3";"1";"1";"0";"0";"0";"0";"0";"4";"0";"0";"2";"48";"30";"6";"1";"2";"0";"1";"1";"0";"2";"0";"2";"0";"0";"1";"1";"0";"0";"1";"181";"17";"75";"62";"11";"1";"0";"1";"2";"0";"3";"0";"2";"2";"1";"0";"0";"4";"0"
"93fa-8925-36c3-92be-d65a-134b-35b3-b892";"247501";"32";"33";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Kościelna 9, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"700";"781";"396";"304";"0";"4";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"3";"1";"2";"0";"301";"13";"6";"0";"0";"0";"0";"5";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"111";"74";"10";"6";"3";"2";"0";"0";"1";"2";"3";"2";"0";"1";"6";"0";"0";"1";"83";"30";"6";"4";"9";"21";"4";"0";"3";"1";"3";"1";"0";"0";"1";"0";"0";"0";"18";"8";"1";"2";"0";"1";"1";"0";"0";"1";"0";"3";"0";"0";"0";"0";"0";"0";"1";"76";"5";"25";"38";"4";"0";"1";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"ba7c-f307-98e9-f815-8017-13a1-710f-ebaa";"247501";"32";"34";"miasto";"stały";"Przedszkole Miejskie Nr 28, ul. rtm. Witolda Pileckiego 9, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1450";"1627";"499";"951";"1";"9";"0";"0";"0";"0";"0";"0";"0";"951";"0";"0";"951";"9";"9";"0";"0";"942";"37";"18";"4";"4";"0";"4";"2";"2";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"325";"209";"35";"21";"8";"10";"3";"3";"2";"1";"4";"1";"0";"5";"17";"3";"1";"2";"235";"110";"13";"12";"28";"52";"7";"0";"3";"0";"5";"0";"1";"2";"0";"0";"2";"0";"38";"17";"5";"4";"0";"2";"2";"1";"1";"1";"0";"5";"0";"0";"0";"0";"0";"0";"0";"307";"40";"109";"129";"16";"1";"2";"0";"0";"0";"1";"0";"1";"2";"2";"1";"0";"0";"3"
"7131-e858-b57d-0502-0201-cdb3-cb4c-d44c";"247501";"32";"35";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Teatralna 8, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1955";"2183";"723";"1232";"4";"6";"0";"0";"0";"0";"0";"0";"0";"1232";"0";"0";"1232";"12";"8";"4";"0";"1220";"45";"18";"2";"2";"1";"4";"3";"5";"2";"0";"2";"2";"1";"1";"0";"1";"0";"1";"0";"377";"224";"54";"33";"7";"5";"8";"1";"2";"3";"3";"2";"2";"4";"15";"3";"1";"10";"295";"122";"23";"14";"38";"67";"11";"0";"0";"2";"2";"1";"1";"2";"3";"2";"3";"4";"66";"31";"6";"5";"1";"3";"4";"1";"2";"5";"0";"1";"1";"3";"1";"1";"0";"0";"1";"437";"55";"151";"176";"19";"9";"3";"1";"2";"0";"3";"2";"3";"5";"1";"0";"2";"1";"4"
"4eb2-2cf7-9d3e-96e1-1203-85a0-3c86-e307";"247501";"32";"36";"miasto";"stały";"Przedszkole Miejskie Nr 55, ul. Akacjowa 81, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1100";"1193";"239";"861";"0";"0";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"3";"3";"0";"0";"858";"38";"24";"1";"0";"1";"2";"0";"0";"1";"1";"2";"1";"0";"3";"1";"0";"0";"0";"1";"234";"135";"34";"7";"6";"6";"9";"9";"1";"2";"5";"0";"0";"7";"5";"3";"3";"2";"209";"122";"13";"7";"24";"32";"3";"0";"2";"0";"0";"1";"0";"1";"3";"0";"1";"0";"50";"30";"5";"1";"3";"1";"2";"0";"0";"0";"1";"2";"0";"1";"1";"2";"0";"0";"1";"327";"37";"125";"134";"10";"4";"2";"1";"0";"1";"2";"0";"1";"3";"1";"0";"3";"0";"3"
"27c5-d806-b6d4-9634-261d-3d60-ad04-48e7";"247501";"32";"37";"miasto";"stały";"Przedszkole Miejskie Nr 55 (wejście od parkingu przedszkola), ul. Akacjowa 81, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1700";"1838";"460";"1240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1240";"0";"0";"1240";"6";"4";"2";"0";"1234";"44";"29";"4";"2";"1";"0";"0";"3";"0";"0";"0";"0";"0";"3";"1";"0";"1";"0";"0";"356";"219";"38";"18";"14";"2";"26";"2";"9";"1";"4";"0";"1";"4";"6";"2";"0";"10";"305";"142";"22";"9";"36";"60";"8";"0";"4";"0";"9";"2";"1";"0";"3";"1";"6";"2";"43";"20";"3";"2";"1";"0";"1";"1";"1";"3";"1";"3";"1";"1";"1";"0";"1";"1";"2";"486";"61";"193";"185";"17";"5";"6";"1";"2";"0";"5";"0";"3";"3";"1";"0";"0";"0";"4"
"d151-bc4c-9bdb-6e23-fedb-7411-8ccb-e954";"247501";"32";"38";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Kościelna 9, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1050";"1177";"266";"784";"0";"10";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"5";"2";"3";"0";"779";"23";"15";"0";"1";"1";"2";"0";"1";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1";"179";"126";"16";"15";"2";"3";"4";"2";"1";"2";"0";"0";"1";"3";"1";"0";"0";"3";"228";"101";"20";"6";"42";"48";"6";"0";"2";"0";"0";"0";"0";"1";"1";"0";"0";"1";"43";"23";"3";"3";"1";"0";"0";"4";"1";"2";"1";"1";"0";"0";"1";"0";"0";"0";"3";"306";"39";"106";"128";"10";"3";"1";"2";"0";"0";"2";"0";"1";"1";"1";"1";"0";"6";"5"
"4277-9c95-8ab7-ffad-50b2-bdb5-2459-f214";"247501";"32";"39";"miasto";"stały";"Przedszkole Miejskie Nr 56, ul. Jagiellońska 13E, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1450";"1607";"360";"1090";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"3";"2";"1";"0";"1087";"30";"11";"1";"0";"0";"4";"0";"3";"0";"3";"0";"0";"0";"3";"3";"0";"1";"1";"0";"363";"219";"42";"17";"16";"5";"16";"4";"7";"3";"4";"1";"3";"7";"12";"1";"0";"6";"282";"162";"15";"9";"28";"48";"7";"0";"0";"1";"2";"1";"0";"0";"4";"1";"0";"4";"51";"29";"5";"2";"2";"2";"2";"1";"1";"1";"1";"1";"1";"0";"0";"1";"0";"0";"2";"361";"43";"134";"141";"21";"5";"2";"3";"1";"2";"1";"0";"0";"2";"1";"0";"2";"1";"2"
"cc5c-b72b-c5ca-94bc-9737-71b6-1f05-f95d";"247501";"32";"40";"miasto";"stały";"Zespół Szkół Elektronicznych i Informatycznych, ul. Jagiellońska 13, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"2450";"2701";"591";"1859";"4";"9";"0";"0";"0";"0";"0";"0";"0";"1859";"0";"0";"1859";"13";"11";"2";"0";"1846";"69";"41";"0";"2";"4";"4";"0";"0";"0";"0";"2";"2";"0";"3";"0";"0";"4";"3";"4";"560";"319";"76";"51";"16";"6";"35";"5";"11";"5";"5";"0";"2";"2";"13";"2";"2";"10";"502";"252";"31";"19";"71";"97";"8";"1";"6";"0";"8";"1";"0";"0";"1";"0";"2";"5";"80";"37";"5";"6";"0";"3";"4";"1";"1";"6";"0";"3";"3";"4";"2";"0";"0";"2";"3";"635";"65";"240";"231";"60";"7";"1";"1";"0";"2";"10";"0";"2";"5";"1";"0";"1";"3";"6"
"331e-6427-b0b3-9b24-6936-0546-8a7e-97e9";"247501";"32";"41";"miasto";"stały";"Zespół Szkół Specjalnych Nr 4, ul. Franciszkańska 5a, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1650";"1790";"554";"1096";"0";"4";"1";"1";"0";"0";"0";"0";"1";"1097";"1";"0";"1097";"9";"5";"4";"0";"1088";"34";"14";"2";"0";"2";"4";"1";"2";"0";"0";"2";"3";"0";"2";"0";"0";"0";"2";"0";"342";"175";"40";"29";"11";"9";"15";"9";"10";"4";"1";"4";"0";"3";"9";"4";"14";"5";"300";"130";"18";"7";"46";"76";"3";"1";"4";"1";"2";"1";"0";"0";"7";"0";"2";"2";"58";"39";"2";"0";"0";"5";"3";"0";"1";"3";"0";"2";"1";"1";"0";"0";"0";"0";"1";"354";"29";"141";"145";"17";"4";"3";"1";"0";"0";"1";"0";"1";"5";"2";"2";"2";"1";"0"
"55c7-a79c-03f9-a4c3-b658-6942-d19d-850f";"247501";"32";"42";"miasto";"stały";"Zespół Szkół Nr 2 w Sosnowcu (dawna Szkoła Podstawowa Nr 42), ul. Bolesława Prusa 253a, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1650";"1798";"382";"1268";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1268";"0";"0";"1268";"5";"3";"2";"0";"1263";"41";"21";"3";"0";"0";"2";"1";"3";"0";"1";"2";"0";"0";"3";"0";"0";"0";"3";"2";"373";"222";"24";"46";"19";"6";"12";"9";"2";"2";"3";"4";"2";"1";"13";"1";"0";"7";"354";"154";"32";"12";"37";"93";"4";"1";"4";"1";"4";"0";"0";"3";"3";"1";"1";"4";"81";"50";"3";"4";"0";"2";"6";"0";"1";"5";"1";"0";"1";"1";"1";"0";"2";"1";"3";"414";"39";"149";"171";"24";"5";"4";"6";"1";"2";"6";"2";"0";"1";"1";"0";"1";"0";"2"
"56cf-8c4a-e233-25cf-b756-f305-4d6a-b73b";"247501";"32";"43";"miasto";"stały";"Przedszkole Miejskie Nr 52, ul. Stanisława Witkiewicza 1, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1950";"2128";"507";"1443";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1443";"0";"0";"1443";"12";"7";"5";"0";"1431";"55";"24";"8";"2";"0";"3";"11";"3";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"1";"527";"310";"59";"67";"15";"4";"7";"8";"7";"6";"1";"3";"1";"7";"22";"4";"2";"4";"355";"148";"33";"19";"42";"89";"9";"3";"1";"0";"5";"0";"1";"1";"1";"1";"0";"2";"80";"45";"7";"5";"1";"1";"2";"3";"1";"1";"1";"4";"1";"2";"1";"1";"0";"2";"2";"414";"51";"176";"155";"11";"4";"3";"2";"0";"0";"6";"0";"0";"1";"0";"1";"0";"0";"4"
"923b-979e-a172-23d6-d59b-1d4c-94b3-aa91";"247501";"32";"44";"miasto";"stały";"Szkoła Podstawowa Nr 16, ul. Okrzei 56, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"2050";"2245";"594";"1456";"0";"6";"1";"1";"0";"0";"0";"0";"1";"1457";"1";"0";"1457";"13";"9";"4";"0";"1444";"33";"17";"1";"0";"1";"3";"6";"0";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"2";"526";"323";"54";"49";"8";"8";"13";"9";"8";"2";"8";"2";"2";"8";"20";"1";"0";"11";"383";"176";"27";"10";"35";"109";"2";"0";"3";"1";"6";"0";"0";"5";"3";"0";"2";"4";"73";"36";"4";"2";"2";"0";"4";"5";"1";"6";"0";"1";"1";"4";"2";"0";"1";"1";"3";"429";"37";"161";"186";"19";"5";"1";"1";"2";"1";"1";"0";"0";"2";"4";"0";"1";"2";"6"
"d0cf-bbf0-5295-5e86-d3d5-78bc-39b4-727b";"247501";"32";"45";"miasto";"stały";"Zespół Szkół Nr 2 w Sosnowcu (dawna Szkoła Podstawowa Nr 42), ul. Bolesława Prusa 253a, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1600";"1720";"355";"1245";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1245";"0";"0";"1245";"3";"0";"3";"0";"1242";"49";"20";"6";"1";"1";"3";"2";"3";"0";"1";"2";"0";"1";"3";"1";"1";"0";"3";"1";"418";"257";"31";"63";"10";"3";"9";"4";"6";"3";"1";"1";"5";"3";"9";"4";"1";"8";"379";"184";"23";"5";"37";"111";"9";"0";"5";"0";"1";"2";"0";"0";"1";"0";"0";"1";"59";"36";"3";"2";"0";"4";"1";"2";"0";"2";"0";"3";"0";"2";"1";"1";"0";"1";"1";"337";"40";"155";"125";"4";"4";"0";"0";"0";"1";"2";"0";"0";"0";"1";"1";"1";"1";"2"
"cccb-8ad2-35b1-79be-5175-1d7b-bff4-7a03";"247501";"32";"46";"miasto";"stały";"Zespół Szkół Nr 2 w Sosnowcu (dawne Przedszkole Miejskie Nr 51), ul. Bolesława Prusa 253a, 41-219 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1050";"1151";"272";"778";"1";"1";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"5";"1";"4";"0";"773";"27";"15";"0";"0";"1";"3";"0";"1";"0";"2";"1";"1";"0";"1";"0";"0";"0";"0";"2";"247";"151";"20";"35";"6";"3";"4";"4";"0";"3";"4";"0";"0";"2";"11";"2";"1";"1";"168";"73";"12";"4";"22";"43";"6";"0";"1";"0";"0";"1";"2";"0";"1";"1";"1";"1";"48";"32";"3";"4";"0";"1";"0";"0";"0";"1";"1";"1";"0";"3";"0";"1";"0";"0";"1";"283";"26";"112";"125";"9";"0";"1";"1";"0";"0";"4";"0";"0";"0";"2";"0";"2";"0";"1"
"5fdd-0fe0-ae00-d039-6cc2-e3f5-7760-eb19";"247501";"32";"47";"miasto";"stały";"Powiatowy Urząd Pracy, ul. Rzeźnicza 12, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"2200";"2388";"554";"1646";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1646";"0";"0";"1646";"11";"8";"3";"0";"1635";"49";"22";"4";"0";"1";"2";"1";"3";"0";"3";"2";"2";"0";"3";"0";"0";"1";"4";"1";"499";"270";"51";"46";"23";"7";"21";"12";"9";"5";"6";"2";"2";"4";"12";"4";"7";"18";"386";"186";"23";"16";"46";"86";"11";"0";"2";"1";"3";"0";"0";"1";"6";"3";"2";"0";"72";"37";"10";"5";"0";"2";"3";"2";"1";"1";"2";"1";"1";"2";"1";"2";"0";"1";"1";"629";"67";"260";"235";"29";"8";"4";"2";"0";"5";"4";"0";"1";"2";"3";"0";"2";"2";"5"
"55c8-a348-8c5c-b889-ef56-b50c-66b4-5438";"247501";"32";"48";"miasto";"stały";"Szkoła Podstawowa Nr 20, ul. gen. Władysława Andersa 66, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"1250";"1348";"262";"988";"2";"4";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"2";"0";"2";"0";"986";"38";"17";"3";"0";"2";"4";"6";"4";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"252";"146";"21";"24";"10";"5";"15";"3";"4";"1";"1";"0";"0";"1";"14";"0";"0";"7";"264";"140";"18";"22";"15";"48";"3";"0";"6";"0";"3";"0";"0";"4";"0";"0";"1";"4";"54";"39";"3";"2";"0";"0";"0";"2";"0";"2";"2";"0";"0";"0";"0";"0";"1";"1";"2";"378";"41";"181";"106";"26";"3";"1";"4";"1";"0";"7";"0";"1";"1";"1";"1";"1";"1";"2"
"52de-7d12-1517-0dcb-005c-6cab-39c2-ac06";"247501";"32";"49";"miasto";"stały";"Przedszkole Miejskie Nr 50, ul. Franciszkańska 19, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"350";"395";"193";"157";"0";"2";"0";"0";"0";"0";"0";"0";"0";"157";"0";"0";"157";"4";"3";"1";"0";"153";"3";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"52";"36";"7";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"44";"10";"7";"2";"2";"21";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"13";"10";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"41";"2";"10";"25";"2";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"a5f1-33f0-39df-5f63-8e1e-0c41-1ebd-ee45";"247501";"32";"50";"miasto";"stały";"Przedszkole Miejskie Nr 14, ul. Mariana Maliny 25, 41-200 Sosnowiec";"m. Sosnowiec";"Sosnowiec";"śląskie";"806";"855";"292";"514";"0";"2";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"4";"2";"2";"0";"510";"19";"12";"0";"0";"0";"3";"0";"1";"0";"0";"0";"1";"0";"1";"0";"0";"0";"1";"0";"216";"135";"16";"17";"6";"6";"2";"4";"0";"2";"5";"2";"0";"3";"12";"3";"0";"3";"117";"47";"8";"11";"12";"33";"3";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1";"29";"16";"2";"2";"0";"1";"2";"1";"0";"2";"0";"0";"0";"1";"0";"0";"0";"1";"1";"129";"10";"56";"46";"6";"3";"0";"1";"0";"2";"1";"0";"0";"2";"0";"0";"0";"0";"2"
