"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Dorota CZUDOWSKA";"Tymoteusz Dominik MYRDA";"Elżbieta Krystyna STĘPIEŃ"
"211b-6e3b-c9ec-ef1b-9527-bff2-ec51-f225";"021101";"3";"33";"miasto";"stały";"Pałac Ślubów, ul. Marii Skłodowskiej-Curie 6, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"700";"745";"302";"398";"1";"2";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"8";"3";"5";"0";"390";"144";"87";"159"
"a6cf-5094-87df-b31f-d9ae-c4ab-08a9-a2c7";"021101";"3";"34";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Parkowa 2, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1500";"1555";"481";"1019";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"16";"13";"3";"0";"1003";"469";"247";"287"
"0388-452d-0294-10ea-9fc0-4488-7f9e-d277";"021101";"3";"35";"miasto";"stały";"Przedszkole Miejskie nr 7, ul. Osiedlowa 7A, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1100";"1234";"267";"833";"1";"4";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"14";"8";"6";"0";"819";"406";"171";"242"
"97d2-53cb-ed6b-fbec-4d27-ac2d-4901-f330";"021101";"3";"36";"miasto";"stały";"Przedszkole Miejskie nr 7, ul. Osiedlowa 7A, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1102";"1237";"308";"794";"1";"1";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"15";"7";"8";"0";"779";"347";"195";"237"
"a06b-edca-2839-a231-f23d-18f6-ab15-41f7";"021101";"3";"37";"miasto";"stały";"Przedszkole Miejskie nr 1, ul. Bolesława Krupińskiego 17, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1200";"1318";"357";"843";"1";"8";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"11";"3";"8";"0";"832";"410";"233";"189"
"9f99-7134-bfe4-f4ab-613f-7d01-860e-0b8c";"021101";"3";"38";"miasto";"stały";"Przedszkole Miejskie nr 1, ul. Bolesława Krupińskiego 17, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1400";"1489";"429";"971";"2";"1";"0";"0";"0";"0";"0";"0";"0";"970";"0";"0";"970";"19";"4";"15";"0";"951";"495";"216";"240"
"f4d6-8453-7716-538e-0036-365a-f916-7daf";"021101";"3";"39";"miasto";"stały";"Szkoła Podstawowa nr 3 z Oddziałami Integracyjnymi, ul. Gwarków 93, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1300";"1403";"385";"915";"0";"8";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"21";"5";"16";"0";"894";"421";"199";"274"
"24eb-af9f-9eac-e801-a4af-dff5-3209-bdbf";"021101";"3";"40";"miasto";"stały";"Szkoła Podstawowa nr 3 z Oddziałami Integracyjnymi, ul. Gwarków 93, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1400";"1497";"357";"1043";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1043";"0";"0";"1043";"22";"8";"14";"0";"1021";"405";"261";"355"
"d5c0-602a-704a-cf7a-5282-f3a4-4a73-9847";"021101";"3";"41";"miasto";"stały";"budynek szkolny po byłym Gimnazjum nr 4, ul. Marii Konopnickiej 5, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1200";"1300";"353";"847";"3";"3";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"17";"6";"11";"0";"830";"416";"208";"206"
"e8a3-565b-c671-05c5-533f-d58e-0031-cecb";"021101";"3";"42";"miasto";"stały";"budynek szkolny po byłym Gimnazjum nr 4, ul. Marii Konopnickiej 5, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"1101";"1232";"260";"841";"0";"1";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"6";"6";"0";"0";"835";"389";"202";"244"
"733f-2aed-2c20-26d1-04b0-96b8-bf74-ed37";"021101";"3";"43";"miasto";"stały";"Przedszkole Miejskie nr 5, ul. Elizy Orzeszkowej 11, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"800";"868";"220";"580";"0";"2";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"6";"2";"4";"0";"574";"282";"149";"143"
"0a14-3548-1ecd-c9cf-de78-35dd-20b6-3c96";"021101";"3";"44";"miasto";"stały";"Przedszkole Miejskie nr 5, ul. Elizy Orzeszkowej 11, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"900";"986";"242";"658";"2";"0";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"11";"2";"9";"0";"647";"323";"153";"171"
"8be2-d277-d248-d2e4-b1d2-5b88-4f29-399f";"021101";"3";"45";"miasto";"stały";"Szkoła Podstawowa nr 14, ul. Cypriana Kamila Norwida 10, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"800";"869";"189";"611";"0";"8";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"12";"3";"9";"0";"599";"246";"148";"205"
"1e5a-e413-fd51-82fb-e901-1d31-564e-22f2";"021101";"3";"46";"miasto";"stały";"Szkoła Podstawowa nr 14, ul. Cypriana Kamila Norwida 10, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"900";"923";"274";"626";"0";"0";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"10";"1";"9";"0";"614";"233";"172";"209"
"785c-dea0-172d-f3cf-a239-8ca7-7401-5643";"021101";"3";"47";"miasto";"zakład leczniczy";"Regionalne Centrum Zdrowia Spółka z o. o., ul. Gen. Józefa Bema 5 - 6, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"376";"104";"327";"49";"0";"3";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"49";"2";"1";"1";"0";"47";"25";"12";"10"
"82d9-8a37-af08-a1ae-0325-8bb5-26a8-7a69";"021101";"3";"48";"miasto";"zakład leczniczy";"Miedziowe Centrum Zdrowia S. A. budynek szpitala D - 40, ul. Marii Skłodowskiej-Curie 54, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"196";"109";"106";"90";"0";"1";"0";"0";"0";"0";"0";"0";"0";"90";"0";"0";"90";"6";"1";"5";"0";"84";"43";"17";"24"
"7c32-6d0a-b719-cd9b-0a63-ef3d-3289-e221";"021101";"3";"49";"miasto";"zakład leczniczy";"Cuprum-Med Spółka z o. o., ul. Marii Skłodowskiej-Curie 70, 59-300 Lubin";"m. Lubin";"lubiński";"dolnośląskie";"37";"36";"27";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"0";"0";"0";"0";"10";"5";"2";"3"
"9c98-590e-cb73-42f0-e436-f005-6f7e-b7c8";"021102";"3";"1";"wieś";"stały";"Szkoła Podstawowa, Krzeczyn Wielki 9, 59-311 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"1300";"1351";"414";"886";"0";"3";"0";"0";"0";"0";"0";"0";"0";"886";"0";"0";"886";"17";"4";"13";"0";"869";"348";"189";"332"
"dc88-1ce3-7c7b-4fd6-774c-4bac-5ea8-c809";"021102";"3";"2";"wieś";"stały";"Szkoła Podstawowa, Siedlce 29, 59-300 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"2000";"2234";"687";"1313";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1313";"0";"0";"1313";"28";"9";"19";"0";"1285";"660";"275";"350"
"2c46-bfe1-4098-b1ce-1f57-40bb-cf49-2ecd";"021102";"3";"3";"wieś";"stały";"Szkoła Podstawowa, Raszówka ul. 1 Maja 10, 59-307 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"1000";"1139";"296";"704";"1";"7";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"12";"4";"8";"0";"692";"292";"107";"293"
"1753-5d5c-9b9a-1434-860c-5813-75c7-c2f2";"021102";"3";"4";"wieś";"stały";"Świetlica wiejska w Oborze, Obora ul. Tulipanowa 2, 59-335 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"1100";"1204";"283";"818";"0";"4";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"18";"4";"14";"0";"799";"314";"203";"282"
"5740-55f5-b96d-1c98-ec54-8648-7db4-5538";"021102";"3";"5";"wieś";"stały";"Świetlica wiejska, Miłoradzice 80, 59-323 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"700";"805";"200";"499";"0";"0";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"7";"1";"6";"0";"492";"318";"72";"102"
"fd78-ef5c-7d18-69a9-5d20-1295-a5c9-96e8";"021102";"3";"6";"wieś";"stały";"Szkoła Podstawowa, Niemstów 68, 59-323 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"700";"806";"232";"468";"0";"5";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"13";"6";"7";"0";"455";"220";"112";"123"
"9c57-2e14-b42e-e4b0-24f0-ec35-3a83-e794";"021102";"3";"7";"wieś";"stały";"Szkoła Podstawowa, Szklary Górne 48, 59-335 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"800";"917";"194";"606";"1";"8";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"16";"1";"15";"0";"590";"286";"112";"192"
"63f0-61d3-7984-28ad-587a-4267-d093-7408";"021102";"3";"8";"wieś";"stały";"Pawilon Klubowo-Sportowy, Zimna Woda 45C, 59-307 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"700";"749";"301";"399";"0";"0";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"4";"0";"4";"0";"395";"183";"83";"129"
"5b32-3401-8695-f8a8-4474-e098-7d0e-920e";"021102";"3";"9";"wieś";"stały";"Świetlica wiejska, Chróstnik 2a, 59-311 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"700";"759";"185";"515";"0";"3";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"7";"2";"5";"0";"508";"227";"111";"170"
"8efd-bcec-2cec-ee99-7026-92c8-66bc-e418";"021102";"3";"10";"wieś";"stały";"Świetlica wiejska, Osiek ul. Miedziana 69, 59-300 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"1400";"1506";"256";"1144";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1144";"0";"0";"1144";"17";"7";"10";"0";"1127";"429";"265";"433"
"2d6b-748b-f9d7-043f-6fa5-4b37-c641-d8c2";"021102";"3";"11";"wieś";"stały";"Świetlica wiejska, Pieszków 26a, 59-323 Lubin";"gm. Lubin";"lubiński";"dolnośląskie";"701";"781";"242";"459";"0";"2";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"10";"1";"9";"0";"449";"247";"69";"133"
"9791-2c09-68c0-2a3f-8bed-39a4-13f9-f1b1";"021103";"3";"1";"wieś";"stały";"Sala ""ORLIK 2012"", ul. Leśna, 59-305 Rudna";"gm. Rudna";"lubiński";"dolnośląskie";"700";"785";"232";"468";"1";"0";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"13";"5";"8";"0";"454";"247";"119";"88"
"b6ef-6eba-b5f7-24ab-1c6f-86b3-ca96-8ad8";"021103";"3";"2";"wieś";"stały";"Szkoła Podstawowa w Rudnej im. Jana Pawła II, ul. Piaskowa 3b, 59-305 Rudna";"gm. Rudna";"lubiński";"dolnośląskie";"1198";"1275";"405";"793";"2";"9";"0";"0";"0";"0";"0";"0";"0";"793";"0";"0";"793";"17";"10";"7";"0";"776";"429";"191";"156"
"d3ef-ba2c-3cb4-8e7c-b72d-6c89-9d25-e990";"021103";"3";"3";"wieś";"stały";"Świetlica Wiejska, Mleczno 12, 59-305 Rudna";"gm. Rudna";"lubiński";"dolnośląskie";"900";"954";"330";"570";"0";"0";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"14";"1";"13";"0";"556";"263";"144";"149"
"702a-bb46-e664-0322-01eb-be78-8f6b-3d29";"021103";"3";"4";"wieś";"stały";"Świetlica Wiejska, Kębłów 14a, 59-305 Rudna";"gm. Rudna";"lubiński";"dolnośląskie";"700";"772";"308";"392";"0";"0";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"11";"2";"9";"0";"379";"181";"106";"92"
"a974-9805-a738-324c-1047-b7fb-6a92-ce7b";"021103";"3";"5";"wieś";"stały";"Świetlica Wiejska, Kliszów 15, 59-305 Rudna";"gm. Rudna";"lubiński";"dolnośląskie";"700";"746";"312";"388";"1";"1";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"13";"3";"10";"0";"375";"234";"88";"53"
"a5f6-b123-7779-5789-1530-42ce-19c8-9d9d";"021103";"3";"6";"wieś";"stały";"Chobieński Ośrodek Kultury, Chobienia ul. Rynek 6, 59-305 Rudna";"gm. Rudna";"lubiński";"dolnośląskie";"699";"708";"327";"373";"1";"0";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"10";"2";"8";"0";"363";"227";"81";"55"
"bbf5-fa55-fe2d-ffec-9ed6-97bc-d22f-c885";"021103";"3";"7";"wieś";"stały";"Szkoła Podstawowa im. Bohaterów Westerplatte w Chobieni, Chobienia ul. Szkolna 2, 59-305 Rudna";"gm. Rudna";"lubiński";"dolnośląskie";"800";"847";"305";"495";"0";"0";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"5";"2";"3";"0";"490";"239";"122";"129"
"09a9-d889-1235-feba-c2d0-e591-28d6-487b";"021104";"3";"1";"miasto";"stały";"Zespół Placówek Oświatowych w Ścinawie, ul. Lipowa 1, 59-330 Ścinawa";"gm. Ścinawa";"lubiński";"dolnośląskie";"1199";"1314";"377";"822";"1";"2";"0";"0";"0";"0";"0";"0";"0";"822";"0";"0";"822";"12";"3";"9";"0";"810";"422";"198";"190"
"e50e-a021-a99b-0d0b-9b85-8430-42ea-4f6d";"021104";"3";"2";"miasto";"stały";"Centrum Turystyki i Kultury w Ścinawie, ul. Kościuszki 1, 59-330 Ścinawa";"gm. Ścinawa";"lubiński";"dolnośląskie";"1499";"1603";"554";"945";"0";"1";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"19";"7";"12";"0";"926";"483";"194";"249"
"efb1-2ddd-b5ed-206d-1989-f5e7-a67e-b7f6";"021104";"3";"3";"miasto";"stały";"Zespół Placówek Oświatowych w Ścinawie, ul. Królowej Jadwigi 9, 59-330 Ścinawa";"gm. Ścinawa";"lubiński";"dolnośląskie";"1196";"1331";"412";"784";"2";"3";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"11";"7";"4";"0";"773";"413";"173";"187"
"59ac-f223-71f9-be1d-4d7e-5cd6-65cf-2783";"021104";"3";"4";"wieś";"stały";"Szkoła Podstawowa w Tymowej, Tymowa 71, 59-330 Ścinawa";"gm. Ścinawa";"lubiński";"dolnośląskie";"999";"1053";"406";"593";"0";"2";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"17";"3";"14";"0";"576";"381";"110";"85"
"f4e4-0785-3aab-ca13-654b-9984-fcb3-bddf";"021104";"3";"5";"wieś";"stały";"Świetlica Wiejska, Przychowa 21E, 59-330 Ścinawa";"gm. Ścinawa";"lubiński";"dolnośląskie";"396";"425";"164";"232";"0";"2";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"8";"3";"5";"0";"224";"111";"82";"31"
"e8f2-30e0-8de2-d806-838b-c704-a06a-87ad";"021104";"3";"6";"wieś";"stały";"Centrum Turystyki i Kultury w Ścinawie, ul. Kościuszki 1, 59-330 Ścinawa";"gm. Ścinawa";"lubiński";"dolnośląskie";"400";"464";"203";"197";"0";"2";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"2";"1";"1";"0";"195";"106";"40";"49"
"0018-73ed-b693-a2b5-8eb6-3282-e227-7dbb";"021104";"3";"7";"wieś";"stały";"Remiza Strażacka, Parszowice 36A, 59-330 Ścinawa";"gm. Ścinawa";"lubiński";"dolnośląskie";"500";"749";"105";"395";"1";"0";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"4";"0";"4";"0";"391";"266";"81";"44"
"f66a-10e4-da35-bc81-6829-9987-06f7-7326";"021104";"3";"8";"wieś";"stały";"Świetlica Wiejska, Zaborów 50, 59-330 Ścinawa";"gm. Ścinawa";"lubiński";"dolnośląskie";"699";"744";"326";"373";"0";"0";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"4";"0";"4";"0";"369";"236";"84";"49"
"476e-8acc-e609-da67-1abd-39ff-df34-3180";"021601";"3";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Wesoła 16, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"1400";"1528";"476";"924";"2";"3";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"22";"8";"14";"0";"900";"431";"192";"277"
"f704-f863-5e99-4c9c-2ac9-033d-59fc-50ee";"021601";"3";"2";"miasto";"stały";"Hala sportowo-widowiskowa, ul. Kasztanowa 5, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"600";"686";"189";"411";"0";"1";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"10";"5";"5";"0";"401";"241";"73";"87"
"d918-a7c9-8476-1e22-8bfa-30ee-e7b3-4ff2";"021601";"3";"3";"miasto";"stały";"Regionalne Centrum Kultury, ul. Kościuszki 5, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"1200";"1285";"509";"691";"1";"6";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"23";"14";"9";"0";"668";"388";"122";"158"
"e36e-d209-021c-6945-8666-e934-b222-67d7";"021601";"3";"4";"miasto";"stały";"Zespól Szkół, ul. Kolonialna 13, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"1200";"1309";"510";"690";"1";"4";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"16";"7";"9";"0";"674";"375";"153";"146"
"d89f-0d3b-2759-e4f9-dce3-2924-3db9-f356";"021601";"3";"5";"miasto";"stały";"Przedszkole z Oddziałami Integracyjnymi, ul. Środkowa 3A, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"1200";"1264";"422";"778";"1";"2";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"14";"5";"9";"0";"764";"398";"180";"186"
"5ab1-c983-4a0d-9618-e6d7-0d7c-d721-d6f1";"021601";"3";"6";"wieś";"stały";"Świetlica Wiejska, Brunów 74, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"300";"387";"46";"254";"0";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"2";"0";"2";"0";"252";"133";"61";"58"
"9314-5b97-6ceb-8a95-ccf5-d2d9-e946-b7f6";"021601";"3";"7";"wieś";"stały";"Świetlica Wiejska, Żabice 21A, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"500";"548";"204";"296";"0";"3";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"7";"0";"7";"0";"289";"188";"56";"45"
"ce44-3e37-75d2-875e-4c4c-4c20-5b93-6947";"021601";"3";"8";"wieś";"stały";"Wiejski Ośrodek Kultury, Chocianowiec 101A, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"700";"811";"184";"516";"1";"7";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"7";"5";"2";"0";"509";"372";"84";"53"
"ec72-6a5a-e53c-2388-13a8-5f9b-3a65-75f0";"021601";"3";"9";"wieś";"stały";"Szkoła Podstawowa, Parchów 29, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"700";"749";"195";"505";"0";"0";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"11";"6";"5";"0";"494";"325";"84";"85"
"835e-7438-be29-113e-b0dc-e025-65e4-6a2e";"021601";"3";"10";"wieś";"stały";"Szkoła Podstawowa im J. Pawła II, Szklary Dolne 48, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"600";"643";"215";"385";"0";"0";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"11";"8";"3";"0";"374";"242";"78";"54"
"c31f-b442-b34a-ec91-66df-bb39-11f0-7bd2";"021601";"3";"11";"wieś";"stały";"Szkoła Podstawowa im. Wł. St. Reymonta, Trzebnice 113A, 59-140 Chocianów";"gm. Chocianów";"polkowicki";"dolnośląskie";"700";"745";"281";"419";"0";"3";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"2";"0";"2";"0";"417";"272";"82";"63"
"19ef-b111-672e-d73a-8667-6852-f270-ab51";"021602";"3";"1";"wieś";"stały";"Pałac w Gaworzycach, ul. Dworcowa 95, 59-180 Gaworzyce";"gm. Gaworzyce";"polkowicki";"dolnośląskie";"1599";"1746";"588";"1011";"7";"2";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"31";"7";"24";"0";"980";"557";"201";"222"
"8404-73dc-b930-d380-d9a4-7f50-a4ce-3c2b";"021602";"3";"2";"wieś";"stały";"Punkt Biblioteczny, Kłobuczyn 42, 59-180 Gaworzyce";"gm. Gaworzyce";"polkowicki";"dolnośląskie";"400";"441";"111";"289";"2";"2";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"4";"0";"4";"0";"285";"160";"55";"70"
"3021-f26a-ccc6-c859-4959-cacd-0a1a-4069";"021602";"3";"3";"wieś";"stały";"Punkt Biblioteczny, Dalków 1c, 59-180 Gaworzyce";"gm. Gaworzyce";"polkowicki";"dolnośląskie";"400";"481";"123";"277";"1";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"9";"3";"6";"0";"268";"134";"60";"74"
"0fff-3ecf-39cd-f8ad-0758-0f13-c0b6-e0e4";"021602";"3";"4";"wieś";"stały";"Świetlica, Wierzchowice 41, 59-180 Gaworzyce";"gm. Gaworzyce";"polkowicki";"dolnośląskie";"300";"358";"101";"199";"1";"0";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"5";"2";"3";"0";"194";"119";"43";"32"
"d24b-be6e-80a2-6505-596a-2462-7f0e-f5fb";"021603";"3";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Biblioteka, ul. Kościelna 21, 59-150 Grębocice";"gm. Grębocice";"polkowicki";"dolnośląskie";"1100";"1165";"365";"735";"0";"4";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"19";"4";"15";"0";"716";"382";"130";"204"
"e7b2-f4ef-12e5-f4ee-5f37-b99f-e055-eb24";"021603";"3";"2";"wieś";"stały";"Wiejski Ośrodek Kultury, Rzeczyca, 59-150 Grębocice";"gm. Grębocice";"polkowicki";"dolnośląskie";"1099";"1158";"521";"578";"2";"1";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"18";"4";"14";"0";"560";"333";"87";"140"
"5773-c052-d9b7-48be-0dbd-2371-a76d-808b";"021603";"3";"3";"wieś";"stały";"Wiejski Ośrodek Kultury, Krzydłowice, 59-150 Grębocice";"gm. Grębocice";"polkowicki";"dolnośląskie";"800";"859";"370";"430";"1";"0";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"15";"3";"12";"0";"415";"256";"54";"105"
"3f7b-c3bb-3779-cf97-232f-a4d5-021c-e774";"021603";"3";"4";"wieś";"stały";"Wiejski Ośrodek Kultury, Kwielice, 59-150 Grębocice";"gm. Grębocice";"polkowicki";"dolnośląskie";"900";"973";"399";"501";"0";"2";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"18";"4";"14";"0";"483";"296";"66";"121"
"6f70-7eb6-3a83-1d47-1712-42a1-0344-29d6";"021604";"3";"1";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. mjr Hubala 3, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"900";"1005";"403";"497";"0";"5";"0";"0";"0";"0";"0";"0";"0";"497";"0";"0";"497";"13";"0";"13";"0";"484";"270";"92";"122"
"331e-e37b-74a0-7e02-623f-93c6-2955-f6ee";"021604";"3";"2";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. mjr Hubala 3, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1100";"1176";"445";"655";"0";"0";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"16";"3";"13";"0";"639";"278";"140";"221"
"967f-3589-40f0-4757-ab4a-1de4-8671-d9e8";"021604";"3";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2 (świetlica), ul. Dąbrowskiego 1A, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1899";"2097";"646";"1253";"2";"12";"1";"1";"0";"0";"0";"0";"1";"1254";"1";"0";"1254";"39";"7";"32";"0";"1215";"621";"196";"398"
"8abe-7c28-318a-7868-f069-c7c3-e1e1-a767";"021604";"3";"4";"miasto";"stały";"Ośrodek Pomocy Społecznej, ul. Lipowa 2, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1400";"1563";"523";"877";"5";"4";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"31";"10";"21";"0";"846";"463";"129";"254"
"7cf6-b0d3-d619-810d-a941-2ce6-378a-f3ff";"021604";"3";"5";"miasto";"stały";"Polkowickie Przedsiębiorstwo Komunalne, ul. 3 - go Maja 51, 59-100 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1400";"1538";"555";"845";"0";"3";"0";"0";"0";"0";"0";"0";"0";"845";"0";"0";"845";"26";"8";"18";"0";"819";"435";"136";"248"
"ddb3-7b82-00dc-e8a4-0e9a-eb21-619a-ed3a";"021604";"3";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 (świetlica), ul. Kmicica 23, 59-101 Polkowice";"gm. Polkowice";"polkowicki";"dolnośląskie";"1600";"1752";"598";"1002";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1002";"0";"0";"1002";"32";"14";"18";"0";"970";"532";"161";"277"
