"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Dawid Adam KOSTEMPSKI";"Henryk Krzysztof MERCIK";"Leon SWACZYNA";"Dorota Jolanta TOBISZOWSKA"
"2c02-53b6-cc6a-ce5a-39b3-5c32-034b-656c";"247201";"74";"28";"miasto";"stały";"Zespół Szkół Muzycznych I i II Stopnia, ul. Piotra Niedurnego 36, 41-709 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1750";"1930";"718";"1032";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1032";"0";"0";"1032";"14";"6";"8";"0";"1018";"174";"252";"134";"458"
"daab-e980-bfa6-09e2-1062-2ff6-0333-b4ce";"247201";"74";"29";"miasto";"stały";"Przychodnia Rejonowa Samodzielny Publiczny Zakład Opieki Zdrowotnej, ul. Pokoju 4, 41-709 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1501";"1667";"672";"829";"2";"2";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"10";"2";"8";"0";"819";"127";"186";"139";"367"
"6963-5cbf-99b8-d70b-bf11-dfcd-db8f-9ac0";"247201";"74";"30";"miasto";"stały";"Szkoła Podstawowa nr 22, ul. Ratowników 15, 41-709 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"850";"926";"253";"597";"0";"3";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"9";"1";"8";"0";"588";"90";"152";"81";"265"
"79b5-7c79-3055-4c3e-ad9d-275e-67dd-d756";"247201";"74";"31";"miasto";"stały";"Szkoła Podstawowa nr 22, ul. Ratowników 15, 41-709 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"921";"997";"308";"613";"0";"1";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"13";"1";"12";"0";"600";"74";"181";"71";"274"
"eccf-3105-33d1-b016-4244-783c-367f-2825";"247201";"74";"32";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Lwa Tołstoja 1, 41-709 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1600";"1754";"543";"1057";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"20";"6";"14";"0";"1037";"150";"254";"162";"471"
"9b1f-de25-3d86-b038-c297-7bf3-817b-cf24";"247201";"74";"33";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Główna 1, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1050";"1180";"379";"671";"2";"3";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"13";"1";"12";"0";"658";"98";"197";"85";"278"
"09d9-dc57-1a4d-48ef-9036-0388-abd0-12d6";"247201";"74";"34";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Główna 1, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1200";"1316";"524";"676";"0";"5";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"9";"1";"8";"0";"667";"86";"190";"85";"306"
"c0e9-76ff-307c-f582-0867-d930-09a3-923d";"247201";"74";"35";"miasto";"stały";"Miejskie Przedszkole nr 37, ul. Obrońców Westerplatte 7A, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"471";"512";"172";"299";"0";"0";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"4";"2";"2";"0";"295";"46";"90";"39";"120"
"4c5d-32b9-8d2c-31f0-745b-6bb3-0057-0a86";"247201";"74";"36";"miasto";"stały";"Miejskie Przedszkole nr 37, ul. Obrońców Westerplatte 7A, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1250";"1392";"348";"902";"0";"2";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"22";"3";"19";"0";"880";"140";"234";"127";"379"
"d9cf-bad4-7af0-8543-e9ba-b743-a53d-5525";"247201";"74";"37";"miasto";"stały";"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. G. Morcinka, ul. Alojzego Jankowskiego 22, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1350";"1475";"503";"847";"0";"0";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"15";"4";"11";"0";"832";"134";"255";"98";"345"
"6892-a561-3bee-8dca-cc60-cec2-cc21-ad0d";"247201";"74";"38";"miasto";"stały";"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. G. Morcinka, ul. Alojzego Jankowskiego 22, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1200";"1337";"464";"736";"1";"4";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"11";"3";"8";"0";"725";"124";"164";"101";"336"
"6061-955b-b4d3-b686-0bea-441b-eeec-bbd5";"247201";"74";"39";"miasto";"stały";"II Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. G. Morcinka, ul. Alojzego Jankowskiego 22, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1350";"1502";"345";"1005";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1005";"0";"0";"1005";"15";"2";"13";"0";"990";"162";"308";"152";"368"
"7082-0084-bfa9-7369-1896-63c0-a2b2-4458";"247201";"74";"40";"miasto";"stały";"Szkoła Podstawowa nr 16 (Budynek B), ul. Obrońców Westerplatte 2A, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"850";"909";"322";"528";"0";"2";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"5";"2";"3";"0";"523";"89";"124";"61";"249"
"706a-ad93-31e3-26ce-8593-8f55-25d0-912e";"247201";"74";"41";"miasto";"stały";"Szkoła Podstawowa nr 16 (Budynek B), ul. Obrońców Westerplatte 2A, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1000";"1102";"304";"696";"2";"1";"0";"0";"0";"0";"0";"0";"0";"696";"0";"0";"696";"13";"2";"11";"0";"683";"111";"146";"84";"342"
"132e-0c51-4467-d1e5-6b43-f8f8-c735-5a4e";"247201";"74";"42";"miasto";"stały";"Zespół Szkół Nr 6 im. M. Kopernika, ul. Wawrzyna Kałusa 3, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"751";"834";"446";"305";"0";"2";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"5";"1";"4";"0";"300";"38";"65";"44";"153"
"8f21-956b-d33f-b62b-30dc-b2f9-eb4a-9c1e";"247201";"74";"43";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. 1 Maja 173, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1000";"1107";"255";"745";"0";"0";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"6";"2";"4";"0";"739";"101";"296";"112";"230"
"a584-a263-0d3a-32ed-1347-b142-17ed-ec53";"247201";"74";"44";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Główna 40, 41-711 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1352";"1468";"515";"837";"1";"2";"0";"0";"0";"0";"0";"0";"0";"837";"0";"0";"837";"11";"3";"8";"0";"826";"122";"203";"129";"372"
"9ac4-1f88-4cf5-ce3a-cf03-5d20-61e9-e1ca";"247201";"74";"45";"miasto";"stały";"Dom Kultury w Rudzie Śląskiej, ul. Edmunda Kokota 170, 41-711 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1701";"1858";"551";"1150";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1150";"0";"0";"1150";"22";"6";"16";"0";"1128";"166";"337";"184";"441"
"1931-472f-ae43-3175-fdc8-2f6d-660e-a476";"247201";"74";"46";"miasto";"stały";"Dom Kultury w Rudzie Śląskiej, ul. Edmunda Kokota 170, 41-711 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1297";"1437";"422";"877";"1";"1";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"16";"3";"13";"0";"861";"121";"192";"137";"411"
"db9f-60d9-6c40-2b39-3cae-d2b6-e262-1eb1";"247201";"74";"47";"miasto";"stały";"Szkoła Podstawowa Nr 13, ul. Ks. Józefa Niedzieli 61, 41-711 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1351";"1508";"442";"909";"1";"5";"0";"0";"0";"0";"0";"0";"0";"909";"0";"0";"909";"11";"5";"6";"0";"898";"125";"239";"127";"407"
"8485-ffa6-2f3f-194c-167c-f397-8a4e-10db";"247201";"74";"48";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. Szkolna 22, 41-711 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1399";"1558";"459";"940";"0";"6";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"20";"8";"12";"0";"920";"155";"303";"126";"336"
"1311-91ab-8df7-d2c7-4b2d-fd6e-2c0d-4f80";"247201";"74";"49";"miasto";"stały";"Miejskie Przedszkole Nr 43, ul. Drozdów 6, 41-717 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1250";"1351";"328";"922";"1";"1";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"15";"2";"13";"0";"906";"142";"238";"157";"369"
"0330-1aa0-ebe3-3d1a-0f1e-378a-afe3-3797";"247201";"74";"50";"miasto";"stały";"Miejskie Przedszkole Nr 43, ul. Drozdów 6, 41-717 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1100";"1222";"252";"848";"0";"0";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"12";"4";"8";"0";"836";"118";"229";"106";"383"
"7c2a-bf1a-0030-7029-f20b-a8f6-235c-33e6";"247201";"74";"51";"miasto";"stały";"Szkoła Podstawowa Nr 23, ul. 11 Listopada 15, 41-705 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1801";"1984";"627";"1174";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"21";"5";"16";"0";"1153";"188";"289";"176";"500"
"5003-82c0-14ac-c56a-8fc5-aca7-a5ed-8cdd";"247201";"74";"52";"miasto";"stały";"Miejskie Przedszkole Nr 45, ul. Bolesława Chrobrego 6, 41-705 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1250";"1364";"486";"764";"0";"0";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"13";"2";"11";"0";"751";"109";"162";"101";"379"
"f83f-6bf8-3325-6296-895b-d191-d59b-d872";"247201";"74";"53";"miasto";"stały";"Miejskie Przedszkole Nr 45, ul. Bolesława Chrobrego 6, 41-705 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"850";"953";"240";"610";"0";"0";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"14";"2";"12";"0";"596";"91";"135";"86";"284"
"21b2-8f04-b054-56fe-57ca-a3d4-19d2-0f05";"247201";"74";"54";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Gwarecka 2, 41-717 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1301";"1433";"371";"930";"0";"1";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"10";"0";"10";"0";"920";"147";"227";"118";"428"
"da02-e2d5-faf5-a9da-7522-0dd7-2f3e-750f";"247201";"74";"55";"miasto";"stały";"Miejska Biblioteka Publiczna Filia Nr 1, ul. Józefa Grzegorzka 8, 41-717 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1250";"1378";"313";"937";"1";"10";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"15";"5";"10";"0";"922";"129";"237";"126";"430"
"70a8-294c-90d8-c67e-b152-8871-9d59-7f2f";"247201";"74";"56";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Gwarecka 2, 41-717 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1300";"1435";"293";"1007";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"14";"7";"7";"0";"993";"165";"246";"147";"435"
"fbff-0ad2-f672-5ba8-6d9a-e94f-39fa-a80e";"247201";"74";"57";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Gwarecka 2, 41-717 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1250";"1364";"368";"882";"1";"0";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"12";"4";"8";"0";"870";"144";"232";"126";"368"
"e2d8-3922-d728-748c-f46e-90a4-8529-cd16";"247201";"74";"58";"miasto";"stały";"Szkoła Podstawowa Nr 21, ul. Ks. Ludwika Tunkla 125, 41-707 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1750";"1936";"588";"1162";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1162";"0";"0";"1162";"16";"6";"10";"0";"1146";"187";"253";"169";"537"
"3491-4ab0-e2b8-5e5c-281f-a2df-37c3-5be4";"247201";"74";"59";"miasto";"stały";"""BUM-MED"" Sp. z o. o, ul. Radoszowska 163, 41-707 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1600";"1787";"413";"1187";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1187";"0";"0";"1187";"22";"6";"16";"0";"1165";"220";"425";"133";"387"
"caf0-de77-4bf1-4c5c-fb78-9158-1abe-93d0";"247201";"74";"60";"miasto";"stały";"Szkoła Podstawowa Nr 20, ul. Wyzwolenia 11, 41-707 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1450";"1623";"303";"1147";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1147";"0";"0";"1147";"21";"4";"17";"0";"1126";"188";"325";"166";"447"
"66d7-8c1f-f607-dfd8-c4d9-1eee-7c67-46e7";"247201";"74";"61";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Ignacego Łukasiewicza 7, 41-707 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1150";"1256";"309";"841";"0";"4";"0";"0";"0";"0";"0";"0";"0";"840";"0";"0";"840";"12";"6";"6";"0";"828";"136";"224";"110";"358"
"025a-feca-cf4a-5c7c-71f4-734d-c01f-5fa5";"247201";"74";"62";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Ignacego Łukasiewicza 7, 41-707 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1199";"1347";"349";"850";"0";"1";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"17";"5";"12";"0";"833";"152";"211";"117";"353"
"e9ac-6c28-23d0-ff47-9dc5-0142-34bf-c55f";"247201";"74";"63";"miasto";"stały";"III Liceum Ogólnokształcące im. Jana Pawła II, ul. Oświęcimska 90, 41-707 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1700";"1890";"555";"1145";"3";"3";"1";"1";"0";"0";"0";"0";"1";"1146";"1";"0";"1146";"22";"3";"19";"0";"1124";"179";"231";"188";"526"
"2a08-dc9f-c758-e054-353e-5fd4-adbe-8809";"247201";"74";"64";"miasto";"stały";"Szkoła Podstawowa Nr 24 (Budynek A), ul. Ks. Pawła Lexa 3, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"2000";"2211";"528";"1472";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1472";"0";"0";"1472";"20";"8";"12";"0";"1452";"229";"454";"213";"556"
"36f6-b7dd-af72-7394-2bfe-a65c-e605-b8b2";"247201";"74";"65";"miasto";"stały";"Szkoła Podstawowa nr 24 (Budynek B), ul. Ks. Pawła Lexa 14, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1950";"2171";"489";"1461";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1460";"0";"0";"1460";"24";"13";"11";"0";"1436";"232";"474";"188";"542"
"23af-0a90-ae2b-7a49-4677-a049-2841-e346";"247201";"74";"66";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. Kłodnicka 95, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1401";"1507";"487";"914";"0";"1";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"8";"4";"4";"0";"906";"109";"265";"98";"434"
"2b9a-861b-f3e5-54e6-f297-db30-8a62-bfb0";"247201";"74";"67";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. Kłodnicka 95, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1650";"1808";"474";"1176";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1176";"0";"0";"1176";"24";"8";"16";"0";"1152";"132";"276";"140";"604"
"07f7-fd47-3b53-d1d2-cd2b-9986-7204-b614";"247201";"74";"68";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Ignacego Kaczmarka 9, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1800";"1909";"376";"1424";"0";"9";"1";"1";"0";"0";"0";"0";"1";"1425";"1";"0";"1425";"22";"8";"14";"0";"1403";"173";"465";"161";"604"
"f0de-45f1-d7ef-1dd5-690c-a80a-649d-b4f1";"247201";"74";"69";"miasto";"stały";"Szkoła Podstawowa Sportowa z Klasami Integracyjnymi nr 15, ul. Energetyków 15, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1550";"1731";"435";"1115";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1115";"0";"0";"1115";"22";"5";"17";"0";"1093";"146";"287";"133";"527"
"28b2-3b43-aff3-f47f-4d90-6855-81e5-63e6";"247201";"74";"70";"miasto";"stały";"Szkoła Podstawowa Sportowa z Klasami Integracyjnymi nr 15, ul. Energetyków 15, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1550";"1683";"500";"1050";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"25";"8";"17";"0";"1024";"150";"292";"144";"438"
"8a76-b625-29cc-9d19-0f01-e697-1a54-626a";"247201";"74";"71";"miasto";"stały";"Miejskie Przedszkole nr 35, ul. Ludwika Zamenhofa 3, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1500";"1678";"522";"978";"0";"0";"0";"0";"0";"0";"0";"0";"0";"978";"0";"0";"978";"17";"4";"13";"0";"961";"105";"242";"147";"467"
"cdce-2514-a08f-230d-d014-b109-c988-fbbe";"247201";"74";"72";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Ludwika Zamenhofa 12, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1650";"1778";"554";"1096";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1095";"0";"0";"1095";"16";"9";"7";"0";"1079";"156";"287";"131";"505"
"1ea0-5b10-9688-82e0-39b9-edbc-9934-9f97";"247201";"74";"73";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Ludwika Zamenhofa 12, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1200";"1328";"321";"879";"0";"2";"0";"0";"0";"0";"0";"0";"0";"879";"0";"0";"879";"14";"5";"9";"0";"865";"125";"256";"111";"373"
"f875-cb3a-5c79-3c46-1700-15fb-1744-88a9";"247201";"74";"74";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Ludwika Zamenhofa 12, 41-706 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"1400";"1516";"412";"988";"1";"1";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"10";"3";"7";"0";"978";"124";"298";"111";"445"
"9792-7e73-8aa7-0f6b-d95c-e472-b50c-c0fe";"247201";"74";"75";"miasto";"dom pomocy społecznej";"Ośrodek św. Elżbieta, Dom Pomocy Społecznej, ul. Wolności 30, 41-700 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"96";"91";"67";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"2";"0";"2";"0";"27";"5";"11";"1";"10"
"4b99-fe68-198e-a9ae-cae0-20d8-d2f5-d9da";"247201";"74";"76";"miasto";"zakład leczniczy";"Szpital Miejski w Rudzie Śląskiej Sp. z o. o., ul. Wincentego Lipa 2, 41-712 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"295";"114";"198";"97";"0";"4";"0";"0";"0";"0";"0";"0";"0";"97";"0";"0";"97";"3";"1";"2";"0";"94";"19";"20";"7";"48"
"fca7-ce33-2737-46f4-e16f-9f1e-5a46-22c3";"247201";"74";"77";"miasto";"zakład leczniczy";"Szpital Miejski w Rudzie Śląskiej Sp. z o. o., ul. Główna 11, 41-711 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"76";"35";"54";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"0";"0";"0";"0";"22";"2";"5";"1";"14"
"5de5-310c-0642-394f-e3b4-1116-a2d4-26ef";"247201";"74";"78";"miasto";"dom pomocy społecznej";"Pensjonat Senior, ul. Juliusza Słowackiego 22, 41-710 Ruda Śląska";"m. Ruda Śląska";"Ruda Śląska";"śląskie";"45";"42";"30";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"6";"0";"6";"0";"9";"2";"2";"0";"5"
"9dd2-202f-30b6-a364-9e09-0624-6549-7cac";"247401";"74";"1";"miasto";"stały";"Zespół Szkół ""Cogito"", ul. Jana Matejki 5, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"799";"887";"488";"311";"0";"1";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"13";"6";"7";"0";"298";"58";"64";"62";"114"
"b812-2964-62e9-a520-2ba0-6358-7aa2-6aa7";"247401";"74";"2";"miasto";"stały";"Szkoła Podstawowa Nr 11, Siemianowice Śląskie, Sadzawki ul. Juliusza Słowackiego 5, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"870";"985";"340";"530";"3";"3";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"17";"3";"14";"0";"513";"89";"117";"99";"208"
"b305-5cc3-4d5f-c704-b18a-9741-7c0f-1ae4";"247401";"74";"3";"miasto";"stały";"Świetlica Rosomak Spółka Akcyjna, ul. Powstańców 5, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1150";"1253";"499";"651";"0";"1";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"10";"3";"7";"0";"641";"152";"154";"90";"245"
"31f4-1225-51da-19f4-43f3-a7d3-bf19-2930";"247401";"74";"4";"miasto";"stały";"Zespół Szkół Specjalnych, ul. Myśliwiecka 6, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1350";"1472";"675";"675";"1";"1";"1";"1";"0";"0";"0";"0";"1";"676";"1";"0";"676";"14";"2";"12";"0";"662";"128";"148";"108";"278"
"34e0-64e1-351c-0f44-a4d4-c902-21ae-f967";"247401";"74";"5";"miasto";"stały";"SCK Willa Fitznera, ul. Fitznerów 3, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1066";"1240";"481";"585";"0";"4";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"14";"0";"14";"0";"571";"121";"140";"90";"220"
"5828-57e4-98c4-c528-2b9a-2944-ff5b-f388";"247401";"74";"6";"miasto";"stały";"Zespół Szkół Nr 2, ul. Stanisława Wyspiańskiego 5, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1000";"1085";"453";"547";"1";"2";"0";"0";"0";"0";"0";"0";"0";"547";"0";"0";"547";"9";"4";"5";"0";"538";"120";"127";"82";"209"
"8d79-5fd3-f4e6-d118-0726-1371-f8b0-4f53";"247401";"74";"7";"miasto";"stały";"Młodzieżowy Dom Kultury, ul. Fryderyka Chopina 2, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1146";"1244";"198";"948";"1";"1";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"8";"1";"7";"0";"940";"211";"360";"126";"243"
"7418-52c6-9386-1bbd-fedc-0829-f350-654c";"247401";"74";"8";"miasto";"stały";"Szkoła Podstawowa Nr 6, ul. Fryderyka Chopina 4A, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1070";"1204";"395";"675";"0";"2";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"11";"6";"5";"0";"664";"153";"183";"116";"212"
"4840-4220-0809-7189-937c-c4c2-8788-be37";"247401";"74";"9";"miasto";"stały";"Zespół Szkół Nr 2, ul. Stanisława Wyspiańskiego 5, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1400";"1550";"556";"844";"3";"0";"0";"0";"0";"0";"0";"0";"0";"844";"0";"0";"844";"17";"4";"13";"0";"827";"184";"159";"124";"360"
"ff61-0bb2-d6ba-4cd9-5879-fea0-009d-346d";"247401";"74";"10";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Michałkowicka 15, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1350";"1486";"555";"795";"1";"4";"0";"0";"0";"0";"0";"0";"0";"795";"0";"0";"795";"13";"2";"11";"0";"782";"168";"178";"117";"319"
"d0bf-2627-30c2-5fe1-4e8e-6e86-6345-92e0";"247401";"74";"11";"miasto";"stały";"Samodzielny Publiczny Zespół Lecznictwa Psychiatrycznego, ul. Szkolna 2, 41-100 Siemianowice Śląskie";"m. Siemianowice Śląskie";"Siemianowice Śląskie";"śląskie";"1550";"1747";"637";"913";"0";"4";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"15";"3";"12";"0";"898";"205";"197";"160";"336"
