"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Magdalena Maria KOCHAN";"Edward KOSMAL"
"0982-e7c0-9dad-5829-2509-7ab8-f10f-766f";"320604";"98";"18";"wieś";"stały";"Świetlica Wiejska w Wełtyniu, Wełtyń ul. Niepodległości 18, 74-100 Gryfino";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"760";"812";"265";"495";"1";"1";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"20";"3";"17";"0";"475";"272";"203"
"47bf-2408-7ebc-5363-da21-f0e8-5689-2602";"320604";"98";"19";"wieś";"stały";"Dom Pomocy Społecznej w Nowym Czarnowie, Nowe Czarnowo 66, 74-105 Nowe Czarnowo";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"780";"835";"391";"389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"20";"2";"18";"0";"369";"196";"173"
"9c02-f7eb-4e9b-453f-8ce5-9e60-7152-0cef";"320604";"98";"20";"wieś";"stały";"Biblioteka Publiczna w Gryfinie Filia w Pniewie, Pniewo ul. Gryfińska 16, 74-105 Nowe Czarnowo";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"1319";"1472";"363";"956";"0";"0";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"27";"15";"12";"0";"927";"590";"337"
"b0bd-ecdc-a132-1bf9-07a8-a5d3-f3e4-434d";"320604";"98";"21";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Dębcach, Dębce 11, 74-100 Gryfino";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"80";"67";"56";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"5";"0";"5";"0";"19";"11";"8"
"d521-4d89-f27e-5833-b317-3ad9-7400-f494";"320604";"98";"22";"miasto";"zakład leczniczy";"Szpital Powiatowy w Gryfinie Sp. z. o. o., ul. Parkowa 5, 74-100 Gryfino";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"55";"39";"40";"15";"0";"2";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"0";"0";"0";"0";"15";"7";"8"
"e753-247f-bf2a-82b5-65c7-11e3-d61c-04e9";"320604";"98";"23";"miasto";"zakład leczniczy";"Szpital Powiatowy w Gryfinie Sp. z. o. o. Zakład Opiekuńczo-Leczniczy w Gryfinie, ul. Armii Krajowej 8, 74-100 Gryfino";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"35";"26";"29";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"6";"0";"0";"0";"0";"6";"2";"4"
"be20-3c60-50db-82a5-0bce-42c2-d163-fc43";"320604";"98";"24";"wieś";"zakład leczniczy";"Szpital Powiatowy w Gryfinie Sp. z o. o. Zakład Pielęgnacyjno-Opiekuńczy Psychiatryczny w Nowym Czarnowie, Nowe Czarnowo 70, 74-105 Nowe Czarnowo";"gm. Gryfino";"gryfiński";"zachodniopomorskie";"50";"36";"44";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"0";"0";"6";"0";"0";"0";"0";"6";"4";"2"
"f755-72d2-ca76-823e-c395-ac95-bbeb-522b";"320605";"98";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Henryka Sienkiewicza 56, 74-505 Mieszkowice";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";"1290";"1392";"594";"696";"1";"0";"0";"0";"0";"0";"0";"0";"0";"696";"0";"0";"696";"27";"4";"23";"0";"669";"401";"268"
"6f10-0b68-04e6-2291-13d1-b6d1-3137-8354";"320605";"98";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Tadeusza Kościuszki 48, 74-505 Mieszkowice";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";"1268";"1362";"480";"788";"1";"2";"1";"1";"0";"0";"0";"0";"1";"789";"1";"0";"789";"28";"2";"26";"0";"761";"501";"260"
"d048-b110-1abd-021d-95ad-9649-fbef-1aec";"320605";"98";"3";"wieś";"stały";"Szkoła Podstawowa, Troszyn 3, 74-505 Mieszkowice";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";"830";"897";"461";"369";"0";"2";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"22";"8";"14";"0";"347";"175";"172"
"6c2b-417f-b1c3-4319-5527-b48d-e882-5596";"320605";"98";"4";"wieś";"stały";"Szkoła Podstawowa, Zielin ul. Wincentego Witosa 48, 74-505 Mieszkowice";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";"580";"636";"265";"315";"0";"2";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"19";"0";"19";"0";"296";"131";"165"
"93b5-c0bf-e684-9684-a7af-c91f-0301-7e2e";"320605";"98";"5";"wieś";"stały";"Szkoła Podstawowa, ul. Techników 4, 74-505 Mieszkowice";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";"440";"488";"227";"213";"1";"2";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"7";"0";"7";"0";"206";"103";"103"
"988e-81f0-812e-4732-9770-4d9e-a3ba-2f9b";"320605";"98";"6";"miasto";"stały";"Szkoła Podstawowa w Czelinie, Czelin 70, 74-505 Mieszkowice";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";"621";"682";"352";"269";"0";"3";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"8";"0";"8";"0";"261";"157";"104"
"fdec-27ca-2715-010b-37fc-7dd7-ec2e-4dff";"320606";"98";"1";"miasto";"stały";"Reginalne Biuro Geoparku, Plac Wolności 2, 74-503 Moryń";"gm. Moryń";"gryfiński";"zachodniopomorskie";"1540";"1655";"649";"891";"1";"2";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"41";"13";"28";"0";"850";"486";"364"
"0c87-131a-e86a-c18b-54a4-730a-b05a-7211";"320606";"98";"2";"wieś";"stały";"Szkoła Filialna w Witnicy, Witnica ul. Moryńska 15, 74-503 Moryń";"gm. Moryń";"gryfiński";"zachodniopomorskie";"940";"1028";"487";"453";"0";"1";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"18";"8";"10";"0";"435";"232";"203"
"801f-714e-0e85-7339-d16d-1e48-2ab7-ff60";"320606";"98";"3";"wieś";"stały";"Wiejskie Centrum Administracji, Kultury, Sportu i Rekreacji, Klępicz 7A, 74-503 Moryń";"gm. Moryń";"gryfiński";"zachodniopomorskie";"530";"581";"327";"203";"0";"0";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"10";"0";"10";"0";"193";"85";"108"
"df92-8c9f-7cd4-a6cd-8589-355e-fbc0-7cc4";"320606";"98";"4";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Rynkowa 27, 74-503 Moryń";"gm. Moryń";"gryfiński";"zachodniopomorskie";"80";"75";"45";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"32";"0";"32";"0";"3";"1";"2"
"4e4e-054a-5482-bf6e-cccb-2ec2-ff64-c922";"320607";"98";"1";"wieś";"stały";"Świetlica wiejska, Kartno ul. Polna 14, 74-106 Stare Czarnowo";"gm. Stare Czarnowo";"gryfiński";"zachodniopomorskie";"630";"693";"237";"393";"0";"0";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"18";"2";"16";"0";"375";"169";"206"
"4004-edee-f643-bf7d-2707-485a-53f3-2999";"320607";"98";"2";"wieś";"stały";"Świetlica wiejska, Polna 1, 74-106 Stare Czarnowo";"gm. Stare Czarnowo";"gryfiński";"zachodniopomorskie";"830";"920";"313";"517";"1";"6";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"15";"6";"9";"0";"502";"242";"260"
"5fcb-3490-9b25-d243-8082-0e6c-9576-33e9";"320607";"98";"3";"wieś";"stały";"Sala gimnastyczna, Kołbacz Anny Jagiellonki 1, 74-106 Stare Czarnowo";"gm. Stare Czarnowo";"gryfiński";"zachodniopomorskie";"1299";"1432";"548";"751";"0";"1";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"23";"4";"19";"0";"728";"371";"357"
"57da-6698-dbc7-d023-0d2b-1c17-7b7a-c509";"320608";"98";"1";"miasto";"stały";"Urząd Miejski, ul. Rynek 15, 74-510 Trzcińsko-Zdrój";"gm. Trzcińsko-Zdrój";"gryfiński";"zachodniopomorskie";"1680";"1831";"734";"946";"2";"5";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"24";"5";"19";"0";"922";"555";"367"
"ca2f-afb4-3563-55ed-4990-9ff0-13d1-8406";"320608";"98";"2";"miasto";"stały";"Trzcińskie Centrum Kultury, ul. Młyńska 4, 74-510 Trzcińsko-Zdrój";"gm. Trzcińsko-Zdrój";"gryfiński";"zachodniopomorskie";"1130";"1209";"605";"525";"0";"1";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"18";"2";"16";"0";"507";"222";"285"
"8fc2-5634-dc75-3b4d-851c-4226-58be-6306";"320608";"98";"3";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. Cmentarna 12, 74-510 Trzcińsko-Zdrój";"gm. Trzcińsko-Zdrój";"gryfiński";"zachodniopomorskie";"1050";"1150";"581";"469";"0";"2";"0";"0";"0";"0";"0";"0";"0";"469";"0";"0";"469";"15";"2";"13";"0";"454";"196";"258"
"6c76-17b1-f1ed-d8c2-1f16-2a2e-6e2c-192c";"320608";"98";"4";"miasto";"dom pomocy społecznej";"Stowarzyszenie Dom z Sercem Domu Pomocy Społecznej, ul. Aleja Róż 1, 74-510 Trzcińsko-Zdrój";"gm. Trzcińsko-Zdrój";"gryfiński";"zachodniopomorskie";"75";"75";"47";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"5";"0";"5";"0";"23";"9";"14"
"e0fc-9718-58b7-14a1-0037-587d-6359-eb30";"320609";"98";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Barnima III 1, 74-120 Widuchowa";"gm. Widuchowa";"gryfiński";"zachodniopomorskie";"1670";"1833";"753";"917";"2";"4";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"28";"3";"25";"0";"889";"553";"336"
"4084-17a8-15e8-ae1b-5d9c-afbb-9a15-c81f";"320609";"98";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Królewiecka 42, 74-121 Krzywin";"gm. Widuchowa";"gryfiński";"zachodniopomorskie";"940";"1026";"520";"420";"2";"6";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"19";"7";"12";"0";"401";"191";"210"
"dfac-a6b0-57ed-c18f-e223-d8f8-c03e-2889";"320609";"98";"3";"wieś";"stały";"Świetlica Wiejska, Żelechowo 24, 74-121 Krzywin";"gm. Widuchowa";"gryfiński";"zachodniopomorskie";"780";"854";"474";"306";"0";"5";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"13";"3";"10";"0";"293";"102";"191"
"a18b-2987-4c18-bbdf-3eb7-d029-daea-9073";"320609";"98";"4";"wieś";"stały";"Świetlica Wiejska, Lubicz 56, 74-120 Widuchowa";"gm. Widuchowa";"gryfiński";"zachodniopomorskie";"480";"517";"269";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"7";"4";"3";"0";"204";"84";"120"
"6cd4-ee93-acea-405c-644d-939a-d532-09bf";"320701";"98";"1";"wieś";"stały";"Świetlica środowiskowa, Dziwnówek ul. Nad Zalewem 1, 72-420 Dziwnów";"gm. Dziwnów";"kamieński";"zachodniopomorskie";"500";"628";"66";"434";"1";"130";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"12";"3";"9";"0";"422";"293";"129"
"bc23-8fb4-22b3-4631-ecb8-42fb-3327-5892";"320701";"98";"2";"miasto";"stały";"Świetlica środowiskowa, ul. Niezłomnych 1A, 72-420 Dziwnów";"gm. Dziwnów";"kamieński";"zachodniopomorskie";"530";"585";"198";"332";"1";"17";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"14";"7";"7";"0";"318";"217";"101"
"0bdd-de6f-640a-357e-aa05-5d3c-501b-8578";"320701";"98";"3";"miasto";"stały";"Hala Widowiskowo-Sportowa, ul. Władysława Reymonta 10, 72-420 Dziwnów";"gm. Dziwnów";"kamieński";"zachodniopomorskie";"830";"950";"238";"592";"1";"37";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"31";"3";"28";"0";"561";"388";"173"
"d211-855f-20b0-aa6f-e747-1d06-9c9b-8561";"320701";"98";"4";"miasto";"stały";"Świetlica środowiskowa, Dziwna 4a/1, 72-420 Dziwnów";"gm. Dziwnów";"kamieński";"zachodniopomorskie";"580";"602";"185";"395";"0";"8";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"11";"2";"9";"0";"384";"311";"73"
"e05b-b1dd-e412-4806-ec06-8fde-044b-840a";"320701";"98";"5";"wieś";"stały";"Świetlica środowiskowa, ul. Zatoczna 34, 72-415 Międzywodzie";"gm. Dziwnów";"kamieński";"zachodniopomorskie";"1020";"923";"364";"656";"0";"285";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"15";"4";"11";"0";"640";"397";"243"
"2a23-6b54-cd07-52b7-cafb-474e-cd92-8676";"320702";"98";"1";"miasto";"stały";"Szkoła Podstawowa im. Bolesława Chrobrego, ul. Szkolna 2, 72-410 Golczewo";"gm. Golczewo";"kamieński";"zachodniopomorskie";"1940";"2087";"785";"1155";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1155";"0";"0";"1155";"49";"16";"33";"0";"1106";"647";"459"
"eef8-9bed-7dd1-b6df-86d3-d851-7361-243e";"320702";"98";"2";"wieś";"stały";"Dom Strażaka, ul. Niepodległości 34, 72-410 Golczewo";"gm. Golczewo";"kamieński";"zachodniopomorskie";"1111";"1247";"595";"516";"0";"2";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"13";"4";"9";"0";"503";"228";"275"
"1804-2e7e-0355-9db2-2188-8171-082f-6a8f";"320702";"98";"3";"wieś";"stały";"Świetlica Wiejska, Wysoka Kamieńska ul. Spółdzielcza 2, 72-410 Golczewo";"gm. Golczewo";"kamieński";"zachodniopomorskie";"1227";"1336";"634";"593";"1";"1";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"19";"1";"18";"0";"574";"310";"264"
"9de6-c381-bd94-fdbc-c3d3-bb73-b441-e9f3";"320703";"98";"1";"miasto";"stały";"Muzeum Historii Ziemi Kamieńskiej, ul. Adama Mickiewicza 34, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"1280";"1575";"302";"978";"3";"166";"0";"0";"0";"0";"0";"0";"0";"978";"0";"0";"978";"27";"6";"21";"0";"951";"597";"354"
"9ac0-2448-a747-fe99-6659-c634-cd0f-656f";"320703";"98";"2";"miasto";"stały";"Ośrodek Rehabilitacyjno-Edukacyjno-Wychowawczy, ul. Garncarska 4, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"1300";"1399";"467";"833";"1";"15";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"29";"4";"25";"0";"804";"510";"294"
"15fd-35e8-435c-2089-d251-94c7-98ac-3aa7";"320703";"98";"3";"miasto";"stały";"Przedszkole Publiczne nr 1, ul. Wysockiego 3a, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"1324";"1459";"515";"809";"2";"12";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"24";"6";"18";"0";"785";"517";"268"
"b951-b643-862a-4270-43e1-8e5e-a3b9-6ebb";"320703";"98";"4";"miasto";"stały";"Powiatowa i Miejska Biblioteka Publiczna, ul. Wolińska 9, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"1430";"1546";"490";"940";"0";"6";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"27";"21";"6";"0";"913";"622";"291"
"c178-7aa0-baed-a77d-ae86-a5ea-4fa8-3c5a";"320703";"98";"5";"miasto";"stały";"Liceum Ogólnokształcące, ul. M. Konopnickiej 19, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"1470";"1598";"548";"922";"0";"5";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"24";"19";"5";"0";"898";"607";"291"
"2054-3565-8d08-7e3b-9179-6b03-e38b-d263";"320703";"98";"6";"wieś";"stały";"Szkoła Podstawowa, Wrzosowo 37, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"700";"777";"338";"362";"0";"12";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"16";"2";"14";"0";"346";"208";"138"
"db8e-0fb5-56ab-7f99-354b-3505-f3e0-1ce4";"320703";"98";"7";"wieś";"stały";"Świetlica OSP, Trzebieszewo 13, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"590";"650";"299";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"12";"2";"10";"0";"279";"157";"122"
"de64-421f-2873-9285-f1f7-df30-dbce-6bc9";"320703";"98";"8";"wieś";"stały";"Szkoła Podstawowa, Jarszewo 32, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"850";"937";"424";"426";"0";"7";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"15";"4";"11";"0";"411";"225";"186"
"0ba1-b0c6-8d23-30d4-1833-c5a7-7dbb-f815";"320703";"98";"9";"wieś";"stały";"Świetlica Wiejska Benice, Benice 34, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"630";"639";"395";"235";"0";"2";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"10";"1";"9";"0";"225";"114";"111"
"1908-802d-3b05-eb40-0a24-95b8-c05d-8d6f";"320703";"98";"10";"wieś";"stały";"Świetlica wiejska, Rzewnowo, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"740";"806";"405";"335";"0";"2";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"15";"4";"11";"0";"320";"192";"128"
"8d34-0a4f-9332-6ac0-cbc0-f240-cf51-3761";"320703";"98";"11";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Śniatowo 17, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"70";"68";"47";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"23";"0";"0";"0";"0";"23";"12";"11"
"1f63-ce4c-6289-057d-d1bb-0824-14fa-7d83";"320703";"98";"12";"miasto";"zakład leczniczy";"Szpital, ul. Szpitalna 10, 72-400 Kamień Pomorski";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";"30";"8";"27";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"0";"0";"3";"0";"0";"0";"0";"3";"1";"2"
"b8b1-1a57-a7fb-d3ff-9b04-c90b-ea13-ccbf";"320704";"98";"1";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Kolejowa 33, 72-500 Międzyzdroje";"gm. Międzyzdroje";"kamieński";"zachodniopomorskie";"950";"1051";"336";"614";"1";"34";"1";"1";"0";"0";"0";"0";"1";"615";"1";"0";"615";"10";"2";"8";"0";"605";"403";"202"
"7e58-b49b-2125-ac7e-a44c-c1a7-532d-ba49";"320704";"98";"2";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. Cypriana Kamila Norwida 15, 72-500 Międzyzdroje";"gm. Międzyzdroje";"kamieński";"zachodniopomorskie";"1000";"1048";"438";"562";"0";"38";"1";"1";"0";"0";"0";"0";"1";"563";"1";"0";"563";"20";"5";"15";"0";"543";"321";"222"
"5bb3-c6c5-42a7-ff0b-40ee-8fc5-5bfb-59f0";"320704";"98";"3";"miasto";"stały";"Międzynarodowy Dom Kultury, ul. Bohaterów Warszawy 20, 72-500 Międzyzdroje";"gm. Międzyzdroje";"kamieński";"zachodniopomorskie";"990";"1294";"266";"724";"0";"230";"0";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"15";"12";"3";"0";"709";"443";"266"
"471a-96c4-106f-8642-1832-0bc0-55f4-bb7c";"320704";"98";"4";"miasto";"stały";"Przedszkole Miejskie, ul. Myśliwska 13, 72-500 Międzyzdroje";"gm. Międzyzdroje";"kamieński";"zachodniopomorskie";"1020";"1200";"302";"718";"0";"59";"0";"0";"0";"0";"0";"0";"0";"718";"0";"0";"718";"20";"5";"15";"0";"698";"450";"248"
"8bb7-1cf7-977f-1ddd-f937-24cc-6ea3-6c2f";"320704";"98";"5";"wieś";"stały";"Szkoła Podstawowa nr 2, Wapnica ul. Jodłowa 3, 72-500 Międzyzdroje";"gm. Międzyzdroje";"kamieński";"zachodniopomorskie";"772";"843";"285";"487";"0";"6";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"13";"4";"9";"0";"474";"339";"135"
"1cac-f8bb-0bba-f3d4-949a-816e-d64e-b904";"320705";"98";"1";"wieś";"stały";"Świetlica wiejska, Świerzno 30, 72-405 Świerzno";"gm. Świerzno";"kamieński";"zachodniopomorskie";"820";"901";"390";"430";"0";"4";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"18";"4";"14";"0";"412";"248";"164"
"8ae9-259a-fb34-a509-d3d4-28df-4196-be28";"320705";"98";"2";"wieś";"stały";"Szkoła Podstawowa, Gostyń 5, 72-405 Świerzno";"gm. Świerzno";"kamieński";"zachodniopomorskie";"870";"957";"444";"426";"0";"4";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"22";"5";"17";"0";"404";"218";"186"
"78f7-c257-3da1-6f83-e3de-373e-dda5-0c34";"320705";"98";"3";"wieś";"stały";"Świetlica wiejska, Chomino 41, 72-405 Świerzno";"gm. Świerzno";"kamieński";"zachodniopomorskie";"493";"549";"262";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"6";"0";"6";"0";"225";"131";"94"
"2615-d01f-5110-d003-cd31-d545-2668-5987";"320705";"98";"4";"wieś";"stały";"Świetlica wiejska, Stuchowo 2, 72-405 Świerzno";"gm. Świerzno";"kamieński";"zachodniopomorskie";"820";"906";"381";"439";"0";"3";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"15";"6";"9";"0";"424";"264";"160"
"9f9f-d55b-2efe-dee0-7e94-68cd-4dd6-90b6";"320706";"98";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa, ul. Spokojna 1, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"660";"727";"194";"466";"0";"2";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"15";"1";"14";"0";"451";"295";"156"
"1274-cb21-5b64-bf87-0821-4b02-7015-162c";"320706";"98";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa, ul. Spokojna 1, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"1040";"1139";"429";"611";"0";"4";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"25";"7";"18";"0";"586";"358";"228"
"acaf-3208-5e19-614a-dd5e-0a1f-0367-c9f8";"320706";"98";"3";"miasto";"stały";"Zespół Szkół Ponadpodstawowych, ul. Słowiańska 2, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"1100";"1170";"441";"659";"0";"7";"0";"0";"0";"0";"0";"0";"0";"659";"0";"0";"659";"24";"5";"19";"0";"635";"377";"258"
"a4ca-6520-61e5-06d3-4cd8-5b78-0530-e7d7";"320706";"98";"4";"miasto";"stały";"Biblioteka Publiczna, Rynek 2, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"620";"687";"231";"389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"16";"7";"9";"0";"373";"233";"140"
"9f6d-b6de-395c-5f42-3340-dc74-61af-a1ae";"320706";"98";"5";"wieś";"stały";"Świetlica Wiejska, Dargobądz 19, 72-510 Wolin";"gm. Wolin";"kamieński";"zachodniopomorskie";"500";"559";"191";"309";"0";"0";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"8";"3";"5";"0";"301";"174";"127"
"48ac-163d-a3ed-ed20-00c6-8e5e-8aeb-4c51";"320706";"98";"6";"wieś";"stały";"Świetlica Wiejska, Ładzin 19, 72-518 Ładzin";"gm. Wolin";"kamieński";"zachodniopomorskie";"530";"582";"237";"293";"0";"4";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"12";"1";"11";"0";"281";"169";"112"
"4db1-13da-ab02-f1df-ae83-f1ad-32fe-038c";"320706";"98";"7";"wieś";"stały";"Wiejski Ośrodek Kultury, ul. Nadmorska 1, 72-513 Wisełka";"gm. Wolin";"kamieński";"zachodniopomorskie";"580";"667";"200";"380";"1";"10";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"13";"4";"9";"0";"367";"161";"206"
"24a5-c372-dfab-792c-d3eb-3b31-649c-3eb6";"320706";"98";"8";"wieś";"stały";"Świetlica Wiejska, ul. Zwycięstwa 20A, 72-514 Kołczewo";"gm. Wolin";"kamieński";"zachodniopomorskie";"650";"717";"248";"402";"0";"15";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"21";"7";"14";"0";"381";"244";"137"
"a15a-4bb8-b292-30db-0152-0ed0-1206-d94f";"320706";"98";"9";"wieś";"stały";"Świetlica Wiejska, Sierosław 20, 72-514 Kołczewo";"gm. Wolin";"kamieński";"zachodniopomorskie";"521";"579";"254";"267";"0";"2";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"8";"1";"7";"0";"259";"152";"107"
"5233-eb68-135c-14f3-3ab3-8921-d091-1338";"320706";"98";"10";"wieś";"stały";"Wiejski Ośrodek Kultury, Troszyn 7, 72-511 Troszyn";"gm. Wolin";"kamieński";"zachodniopomorskie";"640";"698";"335";"305";"0";"3";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"12";"2";"10";"0";"293";"151";"142"
