"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jan AUGUSTYN";"Adam Stanisław SZEJNFELD";"Jolanta Małgorzata TURCZYNOWICZ-KIERYŁŁO"
"dce0-e24b-89a4-8d53-0d82-1a6e-6347-8381";"301901";"88";"28";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Olimpijczyków Polskich, ul. Roosevelta 12, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1178";"1266";"375";"803";"1";"6";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"24";"6";"18";"0";"779";"148";"367";"264"
"9396-dc02-e01a-894d-139b-f04f-934b-6c7d";"301901";"88";"29";"miasto";"stały";"Publiczne Przedszkole nr 16 im. Czerwonego Kapturka, al. Powstańców Wielkopolskich 86A, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"2403";"2586";"778";"1625";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1625";"0";"0";"1625";"50";"18";"32";"0";"1575";"257";"723";"595"
"d441-f48b-411d-9b55-aebb-9b18-c6f0-3049";"301901";"88";"30";"miasto";"stały";"Salezjańska Szkoła Podstawowa im. Jana Pawła II, ul. Andersa 34, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1180";"1271";"322";"858";"1";"3";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"10";"6";"4";"0";"848";"185";"390";"273"
"355b-d863-e298-78df-ab7e-c168-21a2-f9b8";"301901";"88";"31";"miasto";"stały";"Publiczne Przedszkole nr 4, ul. Kusocińskiego 10A, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"1071";"1169";"187";"884";"2";"9";"1";"1";"0";"0";"0";"0";"1";"885";"1";"0";"885";"22";"8";"14";"0";"863";"126";"521";"216"
"7ce2-a649-44b9-a39d-89e4-cd20-0550-bb27";"301901";"88";"32";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Jana Pawła II, ul. 11 Listopada 40, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"35";"37";"17";"18";"0";"0";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"2";"0";"2";"0";"16";"6";"5";"5"
"a947-804e-2bb4-5251-276b-025b-289d-1151";"301901";"88";"33";"miasto";"zakład leczniczy";"Szpital Specjalistyczny w Pile im. Stanisława Staszica, ul. Rydygiera Ludwika 1, 64-920 Piła";"m. Piła";"pilski";"wielkopolskie";"250";"219";"167";"83";"0";"4";"0";"0";"0";"0";"0";"0";"0";"83";"0";"0";"83";"0";"0";"0";"0";"83";"9";"35";"39"
"4da9-8bc9-fb54-4f89-b5cc-830f-7ab2-fbb8";"301902";"88";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, ul. 4 Stycznia 65, 89-340 Białośliwie";"gm. Białośliwie";"pilski";"wielkopolskie";"1071";"1178";"356";"715";"3";"3";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"19";"4";"15";"0";"696";"131";"230";"335"
"50a6-5171-dfcc-ffb5-0714-54f0-a7bb-2202";"301902";"88";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Podgórna 47, 89-340 Białośliwie";"gm. Białośliwie";"pilski";"wielkopolskie";"1103";"1200";"401";"702";"1";"2";"0";"0";"0";"0";"0";"0";"0";"702";"0";"0";"702";"21";"4";"17";"0";"681";"127";"238";"316"
"b410-13b9-a388-8c03-3775-d079-a303-5af0";"301902";"88";"3";"wieś";"stały";"Świetlica Wiejska, Krostkowo 16a, 89-334 Krostkowo";"gm. Białośliwie";"pilski";"wielkopolskie";"414";"441";"143";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"7";"1";"6";"0";"264";"40";"94";"130"
"4680-4df2-942f-c54e-4734-46d8-a856-9747";"301902";"88";"4";"wieś";"stały";"Szkoła Podstawowa, Nieżychowo 16, 89-340 Białośliwie";"gm. Białośliwie";"pilski";"wielkopolskie";"500";"547";"212";"288";"0";"2";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"11";"4";"7";"0";"277";"50";"100";"127"
"eec8-8584-f041-ee7e-0019-8e87-a4aa-4a60";"301902";"88";"5";"wieś";"stały";"Oddział Przedszkola Samorządowego, Pobórka Wielka 25, 89-340 Białośliwie";"gm. Białośliwie";"pilski";"wielkopolskie";"310";"340";"86";"224";"0";"0";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"5";"1";"4";"0";"219";"53";"56";"110"
"14d8-7873-774e-d51c-28be-85d2-c8df-7e83";"301903";"88";"1";"wieś";"stały";"Wiejski Dom Kultury, Śmiłowo ul. Osiedle Sportowe 1, 64-810 Kaczory";"gm. Kaczory";"pilski";"wielkopolskie";"1316";"1440";"530";"786";"0";"3";"0";"0";"0";"0";"0";"0";"0";"786";"0";"0";"786";"21";"11";"10";"0";"765";"131";"271";"363"
"fd6e-de25-8705-a2b2-f9f6-826c-6bad-f16e";"301903";"88";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Dworcowa 23, 64-810 Kaczory";"gm. Kaczory";"pilski";"wielkopolskie";"2090";"2310";"599";"1491";"6";"12";"0";"0";"0";"0";"0";"0";"0";"1491";"0";"0";"1491";"41";"32";"9";"0";"1450";"299";"541";"610"
"cd1f-02f4-c84b-23c5-0711-7afd-6862-9a68";"301903";"88";"3";"wieś";"stały";"Wiejski Dom Kultury, Dziembowo 33, 64-810 Kaczory";"gm. Kaczory";"pilski";"wielkopolskie";"1081";"1193";"375";"706";"0";"1";"0";"0";"0";"0";"0";"0";"0";"706";"0";"0";"706";"20";"5";"15";"0";"686";"136";"197";"353"
"020d-c5cf-bd6a-ce46-7ece-6171-a9b5-b896";"301903";"88";"4";"wieś";"stały";"Wiejski Dom Kultury, Rzadkowo 17, 64-810 Kaczory";"gm. Kaczory";"pilski";"wielkopolskie";"657";"704";"259";"398";"0";"4";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"8";"3";"5";"0";"390";"66";"119";"205"
"8d14-bce2-d457-3254-b78f-3b5a-139f-f5f2";"301903";"88";"5";"wieś";"stały";"Wiejski Dom Kultury, Morzewo 152, 64-810 Kaczory";"gm. Kaczory";"pilski";"wielkopolskie";"424";"466";"114";"310";"3";"7";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"10";"5";"5";"0";"300";"53";"68";"179"
"698a-afb4-6f32-15ab-707e-f9a6-5a78-a440";"301904";"88";"1";"miasto";"stały";"Szkoła Podstawowa im. Komisji Edukacji Narodowej, ul. Mickiewicza 20a, 89-310 Łobżenica";"gm. Łobżenica";"pilski";"wielkopolskie";"1374";"1506";"565";"809";"0";"0";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"25";"11";"14";"0";"784";"112";"223";"449"
"0f0b-a0e2-27f2-61f0-378f-8ad5-1caa-b0cc";"301904";"88";"2";"miasto";"stały";"Szkoła Podstawowa im. Komisji Edukacji Narodowej, ul. Sikorskiego 3, 89-310 Łobżenica";"gm. Łobżenica";"pilski";"wielkopolskie";"1239";"1336";"414";"825";"1";"0";"0";"0";"0";"0";"0";"0";"0";"825";"0";"0";"825";"24";"13";"11";"0";"801";"128";"276";"397"
"3256-ee2b-fb07-1e04-a8e3-f1ac-d0d6-9e8b";"301904";"88";"3";"wieś";"stały";"Szkoła Podstawowa, Wiktorówko 65, 89-310 Łobżenica";"gm. Łobżenica";"pilski";"wielkopolskie";"898";"993";"339";"559";"0";"1";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"9";"3";"6";"0";"550";"68";"82";"400"
"0e4b-3602-9d7a-54b7-07e4-ad3d-d957-b674";"301904";"88";"4";"wieś";"stały";"Szkoła Podstawowa, Fanianowo 29, 89-310 Łobżenica";"gm. Łobżenica";"pilski";"wielkopolskie";"960";"1048";"467";"493";"1";"1";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"13";"2";"11";"0";"480";"89";"114";"277"
"9509-c5db-73d6-56f6-a432-ab0d-651a-0263";"301904";"88";"5";"wieś";"stały";"Szkoła Podstawowa, Dźwierszno Małe 8, 89-310 Łobżenica";"gm. Łobżenica";"pilski";"wielkopolskie";"1242";"1377";"620";"622";"0";"2";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"12";"6";"6";"0";"610";"107";"145";"358"
"995f-8052-b290-8b1b-fd24-df19-5676-92f6";"301904";"88";"6";"wieś";"stały";"Centrum Profilaktyki i Aktywności Społecznej, ul. Złotowska 16A, 89-310 Łobżenica";"gm. Łobżenica";"pilski";"wielkopolskie";"989";"1083";"469";"520";"0";"4";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"9";"3";"6";"0";"511";"72";"123";"316"
"f8e6-9c9c-e2c5-35fe-5a02-0e33-1b9e-3827";"301905";"88";"1";"wieś";"stały";"Szkoła Podstawowa w Miasteczku Krajeńskim, ul. Szkolna 1, 89-350 Miasteczko Krajeńskie";"gm. Miasteczko Krajeńskie";"pilski";"wielkopolskie";"891";"973";"321";"570";"1";"0";"0";"0";"0";"0";"0";"0";"0";"569";"0";"4";"565";"20";"1";"19";"0";"545";"102";"235";"208"
"897f-edd2-db6a-8d9b-02c5-c2e5-dacb-faad";"301905";"88";"2";"wieś";"stały";"Zespół Szkół Centrum Kształcenia Rolniczego im. Michała Drzymały w Brzostowie, Brzostowo 69, 89-350 Miasteczko Krajeńskie";"gm. Miasteczko Krajeńskie";"pilski";"wielkopolskie";"863";"933";"387";"476";"1";"2";"0";"0";"0";"0";"0";"0";"0";"476";"0";"1";"475";"14";"1";"13";"0";"461";"85";"190";"186"
"7aea-6395-fea8-c7af-d976-ee98-0158-b1cd";"301905";"88";"3";"wieś";"stały";"Świetlica Wiejska w Grabównie, Grabówno 76, 89-350 Miasteczko Krajeńskie";"gm. Miasteczko Krajeńskie";"pilski";"wielkopolskie";"539";"598";"228";"311";"0";"4";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"17";"5";"12";"0";"294";"67";"84";"143"
"9183-2708-848e-8fad-8e39-6382-4019-7444";"301906";"88";"1";"wieś";"stały";"Centrum Upowszechniania Kultury w Szydłowie, Szydłowo 89A, 64-930 Szydłowo";"gm. Szydłowo";"pilski";"wielkopolskie";"1473";"1633";"478";"995";"4";"5";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"20";"4";"16";"0";"975";"184";"448";"343"
"a1ca-e4de-f1ed-7b7b-021e-5989-47b1-9df5";"301906";"88";"2";"wieś";"stały";"Warsztaty Terapii Zajęciowej w Leżenicy, Leżenica 39, 64-930 Szydłowo";"gm. Szydłowo";"pilski";"wielkopolskie";"732";"795";"296";"436";"0";"0";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"22";"6";"16";"0";"414";"88";"140";"186"
"f7ab-5b95-7968-ab96-cbce-e45d-8c2c-6679";"301906";"88";"3";"wieś";"stały";"Zespół Szkół im. Władysława Stanisława Reymonta w Starej Łubiance, ul. Polna 11, 64-932 Stara Łubianka";"gm. Szydłowo";"pilski";"wielkopolskie";"1250";"1357";"541";"709";"1";"2";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"19";"12";"7";"0";"690";"107";"222";"361"
"2e5a-d5d9-c087-fc5e-c7fb-b4c7-0794-c144";"301906";"88";"4";"wieś";"stały";"Dzienny Dom Seniora, Róża Wielka 31, 64-930 Róża Wielka";"gm. Szydłowo";"pilski";"wielkopolskie";"360";"394";"156";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"7";"1";"6";"0";"197";"42";"67";"88"
"abbf-9ef1-e85e-8624-a3e4-8a73-0ec0-b886";"301906";"88";"5";"wieś";"stały";"Szkoła Podstawowa im. Bohaterów Wyzwolenia Ziemi Wałeckiej w Skrzatuszu, Skrzatusz ul. Rafała Leszczyńskiego 1, 64-930 Szydłowo";"gm. Szydłowo";"pilski";"wielkopolskie";"560";"613";"247";"313";"1";"1";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"14";"4";"10";"0";"299";"61";"104";"134"
"949e-64b8-9413-8292-c674-59ec-e706-4ffa";"301906";"88";"6";"wieś";"stały";"Świetlica Wiejska w Dobrzycy, Dobrzyca 35A, 64-930 Szydłowo";"gm. Szydłowo";"pilski";"wielkopolskie";"578";"635";"219";"359";"0";"3";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"11";"3";"8";"0";"348";"84";"167";"97"
"a9b7-8e1d-ed27-99dc-2fb6-98fc-282a-6262";"301906";"88";"7";"wieś";"stały";"Świetlica Wiejska w Kotuniu, Kotuń 28, 64-930 Szydłowo";"gm. Szydłowo";"pilski";"wielkopolskie";"1339";"1432";"378";"961";"2";"7";"1";"1";"0";"0";"0";"0";"1";"962";"1";"0";"962";"18";"14";"4";"0";"944";"144";"548";"252"
"44a7-20e4-1f9f-55b2-bd03-bf66-52da-e726";"301907";"88";"1";"miasto";"stały";"Ujski Dom Kultury w Ujściu, ul. Czarnkowska 32, 64-850 Ujście";"gm. Ujście";"pilski";"wielkopolskie";"1176";"1281";"421";"755";"0";"5";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"26";"6";"20";"0";"729";"118";"290";"321"
"f9f2-5e5f-5545-e75c-2d5c-8d33-030e-a0ce";"301907";"88";"2";"miasto";"stały";"Urząd Miejski w Ujściu, ul. Plac Wiosny Ludów 2, 64-850 Ujście";"gm. Ujście";"pilski";"wielkopolskie";"1479";"1611";"550";"929";"1";"8";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"28";"9";"19";"0";"901";"201";"360";"340"
"3d29-2cf8-33af-f889-19e3-7c00-20cb-1dc9";"301907";"88";"3";"wieś";"stały";"Świetlica wiejska w Mirosławiu, Mirosław 73, 64-850 Ujście";"gm. Ujście";"pilski";"wielkopolskie";"418";"453";"164";"254";"0";"1";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"4";"1";"3";"0";"250";"41";"93";"116"
"4254-2d41-aee5-47a4-a715-b00e-d201-2521";"301907";"88";"4";"wieś";"stały";"Świetlica wiejska w Jabłonowie, Jabłonowo 50, 64-850 Ujście";"gm. Ujście";"pilski";"wielkopolskie";"370";"408";"138";"232";"0";"3";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"9";"1";"8";"0";"223";"45";"85";"93"
"4b93-a28e-1291-e471-28bc-4b7d-ce77-aa8f";"301907";"88";"5";"wieś";"stały";"Wiejski Dom Kultury w Kruszewie, Kruszewo ul. Parkowa 2, 64-850 Ujście";"gm. Ujście";"pilski";"wielkopolskie";"736";"797";"268";"468";"0";"1";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"25";"10";"15";"0";"442";"96";"161";"185"
"2074-d0b1-8648-fb46-9276-dba8-2f0a-6b42";"301907";"88";"6";"wieś";"stały";"Szkoła Podstawowa w Nowej Wsi Ujskiej-budynek w Nowej Wsi Ujskiej, Nowa Wieś Ujska 1, 64-850 Ujście";"gm. Ujście";"pilski";"wielkopolskie";"700";"783";"258";"442";"0";"2";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"21";"5";"16";"0";"421";"87";"193";"141"
"2776-0d43-fd0f-dc27-dac8-ffaf-4da5-9d69";"301907";"88";"7";"wieś";"stały";"Przedszkole Publiczne w Ujściu, ul. Sienkiewicza 9, 64-850 Ujście";"gm. Ujście";"pilski";"wielkopolskie";"390";"418";"139";"250";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"11";"4";"7";"0";"240";"46";"89";"105"
"8094-0e3c-fd14-504e-f72d-e235-19a6-4f54";"301907";"88";"8";"wieś";"stały";"Świetlica środowiskowa w Ługach Ujskich, Ługi Ujskie 69, 64-850 Ujście";"gm. Ujście";"pilski";"wielkopolskie";"436";"469";"196";"240";"0";"2";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"1";"0";"1";"0";"239";"45";"97";"97"
"0847-d4a0-52f5-446d-1789-6f93-dd3c-afe9";"301908";"88";"1";"miasto";"stały";"Siedziba Straży Miejskiej, ul. Bydgoska 32, 89-300 Wyrzysk";"gm. Wyrzysk";"pilski";"wielkopolskie";"1069";"1176";"375";"694";"0";"12";"0";"0";"0";"0";"0";"0";"0";"694";"0";"3";"691";"17";"9";"8";"0";"674";"102";"257";"315"
"2be7-8151-f933-33c4-340b-3348-8228-2af0";"301908";"88";"2";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Kościuszki 15, 89-300 Wyrzysk";"gm. Wyrzysk";"pilski";"wielkopolskie";"1147";"1237";"469";"678";"0";"0";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"18";"3";"15";"0";"660";"84";"301";"275"
"2d4c-df2c-b94f-961a-b7a3-2633-1ebe-1f3a";"301908";"88";"3";"miasto";"stały";"Klub Miejski, ul. Młyńska 2, 89-300 Wyrzysk";"gm. Wyrzysk";"pilski";"wielkopolskie";"1477";"1570";"587";"890";"0";"2";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"38";"8";"30";"0";"852";"169";"354";"329"
"d1a0-c6ad-b2c2-4800-546c-d936-490f-f2a6";"301908";"88";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Główna 58, 89-333 Osiek nad Notecią";"gm. Wyrzysk";"pilski";"wielkopolskie";"1472";"1579";"630";"842";"1";"2";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"26";"8";"18";"0";"816";"126";"269";"421"
"d388-9e67-1a39-fc38-3433-e51c-77d1-2cc0";"301908";"88";"5";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 2, 89-333 Osiek nad Notecią";"gm. Wyrzysk";"pilski";"wielkopolskie";"1254";"1362";"463";"791";"0";"2";"1";"1";"0";"0";"0";"0";"1";"792";"1";"0";"792";"12";"3";"9";"0";"780";"142";"248";"390"
"7aa8-a21f-ef71-da2b-f6d7-4e91-ee54-1bad";"301908";"88";"6";"wieś";"stały";"Szkoła Podstawowa, Falmierowo 29, 89-311 Falmierowo";"gm. Wyrzysk";"pilski";"wielkopolskie";"559";"617";"289";"270";"2";"1";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"5";"0";"5";"0";"265";"44";"72";"149"
"61a8-11b0-8b43-eee1-0ff6-ba69-c95c-e336";"301908";"88";"7";"wieś";"stały";"Świetlica Wiejska, Kościerzyn Wielki 16a, 89-311 Falmierowo";"gm. Wyrzysk";"pilski";"wielkopolskie";"678";"732";"249";"429";"0";"0";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"6";"1";"5";"0";"423";"71";"109";"243"
"6356-0389-d225-eec2-a372-9bd6-3453-d637";"301908";"88";"8";"wieś";"stały";"Szkoła Podstawowa, Glesno 9, 89-300 Wyrzysk";"gm. Wyrzysk";"pilski";"wielkopolskie";"795";"879";"406";"389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"389";"0";"0";"389";"6";"1";"5";"0";"383";"51";"127";"205"
"29b3-b94c-e205-11f0-86b2-ff2d-9c05-604b";"301908";"88";"9";"wieś";"stały";"Szkoła Podstawowa, Kosztowo 79, 89-300 Wyrzysk";"gm. Wyrzysk";"pilski";"wielkopolskie";"678";"733";"264";"414";"2";"3";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"14";"1";"13";"0";"400";"64";"103";"233"
"4154-38b5-753f-a759-fcc3-5c7b-6fe7-dec8";"301908";"88";"10";"wieś";"stały";"Przedszkole Publiczne, ul. Bohaterów 28, 89-333 Osiek nad Notecią";"gm. Wyrzysk";"pilski";"wielkopolskie";"746";"831";"413";"333";"0";"0";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"10";"2";"8";"0";"323";"66";"75";"182"
"3a72-c9da-fdc1-a64d-6247-aed7-3da3-1ee7";"301908";"88";"11";"miasto";"zakład leczniczy";"Szpital Powiatowy w Wyrzysku Spółka z o. o., 22 Stycznia 41, 89-300 Wyrzysk";"gm. Wyrzysk";"pilski";"wielkopolskie";"51";"57";"27";"24";"0";"1";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"4";"0";"4";"0";"20";"3";"7";"10"
"a9c6-4658-b17f-237e-9153-ee7f-db3e-b8b1";"301909";"88";"1";"miasto";"stały";"Sala ślubów, Urząd Miasta i Gminy w Wysokiej, ul. Plac Powstańców Wielkopolskich 20/21, 89-320 Wysoka";"gm. Wysoka";"pilski";"wielkopolskie";"1872";"2025";"653";"1219";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1219";"0";"0";"1219";"37";"8";"29";"0";"1182";"186";"456";"540"
"b748-a1ec-6a92-1da6-1523-992a-e6ed-2a28";"301909";"88";"2";"wieś";"stały";"Szkoła Podstawowa w Czajczu, Czajcze 26, 89-320 Wysoka";"gm. Wysoka";"pilski";"wielkopolskie";"1367";"1464";"612";"755";"0";"0";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"15";"1";"14";"0";"740";"116";"213";"411"
"af0b-eedb-fade-f4b3-0c99-ceb3-2992-a06b";"301909";"88";"3";"wieś";"stały";"Świetlica Wiejska, Rudna 1a, 89-320 Wysoka";"gm. Wysoka";"pilski";"wielkopolskie";"678";"734";"379";"299";"0";"2";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"1";"0";"1";"0";"298";"47";"88";"163"
"82d3-27b2-1ecc-4717-4eaa-6c8f-e74d-14de";"301909";"88";"4";"wieś";"stały";"Świetlica Socjoterapeutyczna, ul. Plac Powstańców Wielkopolskich 20/21, 89-320 Wysoka";"gm. Wysoka";"pilski";"wielkopolskie";"757";"824";"365";"392";"0";"0";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"9";"3";"6";"0";"383";"54";"104";"225"
"5ae1-e183-e181-2153-41ed-38d0-02e8-03a9";"302801";"88";"1";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Letnia 1, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"2343";"2536";"650";"1693";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1693";"0";"0";"1693";"32";"13";"19";"0";"1661";"274";"862";"525"
"dd20-add6-a845-4385-a8a5-99e8-6250-bea6";"302801";"88";"2";"miasto";"stały";"Biblioteka Pedagogiczna, ul. Wierzbowa 1, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1853";"2031";"612";"1241";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1241";"0";"0";"1241";"34";"10";"24";"0";"1207";"238";"564";"405"
"52f4-d935-f99f-1bf1-de4a-1b11-8699-2f94";"302801";"88";"3";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. Średnia 18, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1720";"1855";"540";"1180";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1180";"0";"0";"1180";"25";"3";"22";"0";"1155";"210";"514";"431"
"e925-1d64-b299-49dc-eb0b-7c3c-abfd-2733";"302801";"88";"4";"miasto";"stały";"Miejski Dom Kultury, ul. Kościuszki 55, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1668";"1832";"548";"1120";"4";"3";"0";"0";"0";"0";"0";"0";"0";"1120";"0";"0";"1120";"18";"12";"6";"0";"1102";"191";"556";"355"
"1d9e-a92f-e8c1-b394-99f5-6619-141d-b50d";"302801";"88";"5";"miasto";"stały";"Liceum Ogólnokształcące, ul. Klasztorna 17A, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1306";"1415";"568";"738";"1";"2";"0";"0";"0";"0";"0";"0";"0";"738";"0";"0";"738";"19";"13";"6";"0";"719";"118";"314";"287"
"2cc4-cb71-eb02-7b2f-eef9-be90-4848-0a6c";"302801";"88";"6";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Reja 10, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1264";"1364";"416";"848";"0";"8";"0";"0";"0";"0";"0";"0";"0";"848";"0";"0";"848";"25";"4";"21";"0";"823";"139";"402";"282"
"d28e-9c0e-6b3e-2699-6400-41d9-870b-26d9";"302801";"88";"7";"miasto";"stały";"Zespół Szkół nr 1, ul. Kcyńska 48, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1381";"1502";"381";"1000";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1000";"0";"0";"1000";"30";"8";"22";"0";"970";"161";"481";"328"
"7c18-505e-be6f-58af-a598-6396-6afb-b002";"302801";"88";"8";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Św. Wojciecha 20, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1523";"1671";"366";"1157";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1157";"0";"0";"1157";"28";"17";"11";"0";"1129";"190";"562";"377"
"0fdc-d986-b075-30fe-77f2-1126-4d25-17c0";"302801";"88";"9";"miasto";"stały";"Miejskie Przedsiębiorstwo Wodociągów i Kanalizacji Spółka z o. o., ul. Janowiecka 100, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1566";"1702";"449";"1117";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1117";"0";"0";"1117";"25";"12";"13";"0";"1092";"255";"531";"306"
"9908-ac02-9b12-7c96-4eee-a420-9bae-a26b";"302801";"88";"10";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Krótka 4, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1595";"1730";"528";"1067";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1064";"0";"0";"1064";"21";"10";"11";"0";"1043";"207";"472";"364"
"d2aa-2998-8ca6-0ea7-cdf0-88e2-fd7d-63d6";"302801";"88";"11";"miasto";"stały";"Żłobek Miejski nr 1, ul. Stanisława Mikołajczyka 25, 62-100 Wągrowiec";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";"1785";"1915";"539";"1246";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1246";"0";"0";"1246";"23";"4";"19";"0";"1223";"229";"622";"372"
