"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Mirosław Stanisław SZEMLA - nr na liście 1";"Marian Albin ORMANIEC - nr na liście 2";"Małgorzata KIEREŚ - nr na liście 3";"Alicja OGIEGŁO - nr na liście 4";"Przemysław MAJOR - nr na liście 5";"Waldemar Michał SZENDERA - nr na liście 6";"Dawid Sylwester JARCO - nr na liście 7";"Ryszard Tadeusz WÓJCIK - nr na liście 8";"Halina Stefania WENGLORZ - nr na liście 9";"Tadeusz ŻYŁA - nr na liście 10";"Edward Stanisław KUĆKA - nr na liście 11";"Magdalena Ewa SZCZEPAŃCZYK-CHROBAK - nr na liście 12";"Justyna Barbara SOSNOWSKA - nr na liście 13";"Brygida Urszula BRZOSKA-KRAWCZYK - nr na liście 14";"Andrzej Bernard GRZYB - nr na liście 15";"Grzegorz Ryszard GAWĘDA - nr na liście 16";"Lucyna BUTOR - nr na liście 17";"Danuta Maria KOŻUSZNIK - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Stanisław SZWED - nr na liście 1";"Grzegorz Paweł PUDA - nr na liście 2";"Kazimierz Władysław MATUSZNY - nr na liście 3";"Przemysław Mieczysław DRABEK - nr na liście 4";"Magdalena Ewa WÓJCIK - nr na liście 5";"Grzegorz Krzysztof GAŻA - nr na liście 6";"Ryszard Arkadiusz MACURA - nr na liście 7";"Marcela Joanna KANAFEK-LEWANDOWSKA - nr na liście 8";"Barbara Lucyna ADAMSKA - nr na liście 9";"Konrad Tomasz ŁOŚ - nr na liście 10";"Adrian Kamil MIDOR - nr na liście 11";"Jarosław GOWIN - nr na liście 12";"Janusz Witold DZIEDZIC - nr na liście 13";"Agnieszka Magdalena BIEGUN - nr na liście 14";"Magdalena Elżbieta WAWRZECZKO - nr na liście 15";"Renata Anna MICHNIK - nr na liście 16";"Łukasz Grzegorz PASIERBEK - nr na liście 17";"Beata Iwona BIAŁOWĄS - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Przemysław Adam KOPERSKI - nr na liście 1";"Agnieszka Zofia LAMEK-KOCHANOWSKA - nr na liście 2";"Leszek Zbigniew CZYLOK - nr na liście 3";"Henryk SATŁAWA - nr na liście 4";"Leszek TYRNA - nr na liście 5";"Anna Maria CZAICKA - nr na liście 6";"Magdalena MADZIA - nr na liście 7";"Aleksandra Ewa BANOT - nr na liście 8";"Barbara Jolanta SŁONKA-GIBAS - nr na liście 9";"Władysław PINDEL - nr na liście 10";"Katarzyna Olga GASPARSKA - nr na liście 11";"Alicja ZALEWSKA - nr na liście 12";"Aleksandra Maria HASIOR - nr na liście 13";"Paulina Magdalena GRZYBEK - nr na liście 14";"Michał Jacek BRUDNY - nr na liście 15";"Paweł Piotr MIECH - nr na liście 16";"Artur Jerzy SIĄKAŁA - nr na liście 17";"Zbigniew Henryk NOSKOWSKI - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Bronisław Edward FOLTYN - nr na liście 1";"Robert Łukasz GRAJNY - nr na liście 2";"Wojciech Tomasz BIELEWICZ - nr na liście 3";"Maria STARZYŃSKA - nr na liście 4";"Artur SKŁODOWSKI - nr na liście 5";"Magdalena Barbara MILCZANOWSKA-SZWEDA - nr na liście 6";"Paweł Adam MAŁYSZ - nr na liście 7";"Marlena Maria WIEWIÓRA-BŁACHUT - nr na liście 8";"Cezary Józef CZAPIGA - nr na liście 9";"Patrycja Joanna KULA - nr na liście 10";"Andrzej Grzegorz POLAŃSKI - nr na liście 11";"Jolanta Maria CIEŚLAR - nr na liście 12";"Ronald Antoni MICHNIK - nr na liście 13";"Grażyna Katarzyna STRZAŁKOWSKA - nr na liście 14";"Dawid Józef RUDNICKI - nr na liście 15";"Katarzyna Elżbieta ŚNIEŻEK - nr na liście 16";"Paweł Teodor WALICZEK - nr na liście 17";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Mirosława NYKIEL - nr na liście 1";"Małgorzata Anna PĘPEK - nr na liście 2";"Mirosław Tadeusz SUCHOŃ - nr na liście 3";"Andrzej Jan MOLIN - nr na liście 4";"Edyta Teresa GŁOMBEK - nr na liście 5";"Gabriela Maria LAZAREK - nr na liście 6";"Dariusz Stanisław MICHASIÓW - nr na liście 7";"Rafał Paweł RYPLEWICZ - nr na liście 8";"Łukasz Antoni GIERTLER - nr na liście 9";"Marcin Rafał ŚLĘK - nr na liście 10";"Ewa KASZOK - nr na liście 11";"Jerzy Marcin PIJANOWSKI - nr na liście 12";"Karolina Józefa KRZYŻAK - nr na liście 13";"Beata Anna ŁUKOWICZ - nr na liście 14";"Bogdan Tomasz DESOŃ - nr na liście 15";"Bronisław JAFERNIK - nr na liście 16";"Dorota Maria PIEGZIK-IZYDORCZYK - nr na liście 17";"Maciej Tadeusz TOMCZYKIEWICZ - nr na liście 18"
"4499-1c6c-29f4-fc36-2c2a-3b77-8425-1f90";"246101";"27";"19";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Bohaterów Westerplatte, ul. Józefa Rymera 2, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1902";"2038";"507";"1395";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1394";"0";"0";"1394";"8";"3";"5";"0";"1386";"62";"40";"5";"4";"0";"1";"0";"4";"0";"0";"1";"1";"1";"2";"0";"0";"1";"2";"0";"642";"222";"85";"4";"202";"25";"8";"1";"5";"6";"56";"1";"5";"1";"2";"6";"2";"2";"9";"193";"125";"20";"7";"4";"2";"5";"12";"1";"4";"0";"1";"6";"1";"0";"0";"3";"0";"2";"71";"43";"3";"3";"4";"2";"0";"8";"1";"1";"3";"0";"0";"2";"0";"0";"1";"0";"418";"253";"38";"41";"1";"6";"5";"45";"10";"2";"1";"1";"0";"1";"3";"2";"1";"2";"6"
"9ecf-1c65-907b-d757-d583-3709-5ec4-9f26";"246101";"27";"20";"miasto";"stały";"Szkoła Podstawowa Nr 6 Integracyjna im. Kazimierza Brodzińskiego, ul. Kazimierza Brodzińskiego 3, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1700";"1790";"600";"1100";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1099";"0";"0";"1099";"7";"2";"5";"0";"1092";"76";"41";"6";"4";"9";"3";"0";"3";"2";"0";"1";"1";"1";"0";"0";"0";"2";"1";"2";"428";"151";"43";"2";"152";"8";"6";"0";"3";"2";"46";"0";"6";"1";"1";"2";"2";"1";"2";"141";"89";"18";"7";"1";"0";"1";"14";"3";"1";"0";"2";"1";"1";"1";"0";"1";"1";"0";"83";"42";"8";"1";"8";"2";"0";"7";"0";"2";"1";"2";"1";"4";"0";"0";"2";"3";"364";"203";"35";"60";"5";"6";"5";"29";"6";"0";"0";"2";"0";"2";"0";"1";"1";"4";"5"
"d7e3-3c8e-ed7e-5dfc-14d5-1197-7c14-4fab";"246101";"27";"21";"miasto";"stały";"Szkoła Podstawowa Nr 6 Integracyjna im. Kazimierza Brodzińskiego, ul. Bratków 6, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1847";"2017";"486";"1361";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1361";"0";"0";"1361";"12";"6";"6";"0";"1349";"66";"38";"2";"4";"5";"0";"1";"2";"1";"1";"2";"5";"2";"0";"1";"1";"0";"1";"0";"547";"190";"74";"7";"185";"7";"2";"0";"5";"2";"53";"1";"8";"0";"4";"5";"1";"1";"2";"206";"142";"28";"3";"2";"4";"1";"7";"2";"2";"1";"1";"4";"2";"3";"0";"3";"1";"0";"78";"47";"5";"1";"5";"2";"1";"6";"1";"0";"0";"2";"0";"2";"2";"1";"2";"1";"452";"251";"42";"68";"4";"2";"1";"50";"15";"2";"0";"1";"3";"2";"2";"3";"0";"2";"4"
"59e1-07c5-b6dc-0bcb-e3d3-d953-22cd-3255";"246101";"27";"22";"miasto";"stały";"Klub Samopomocy dla Osób Starszych ""Przystań"", ul. Piastowska 86, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1652";"1793";"477";"1175";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1175";"0";"0";"1175";"12";"7";"5";"0";"1163";"49";"17";"6";"3";"4";"2";"2";"3";"3";"0";"1";"1";"3";"0";"1";"0";"0";"2";"1";"476";"205";"67";"2";"118";"12";"3";"1";"3";"1";"48";"1";"8";"0";"0";"1";"0";"2";"4";"153";"91";"16";"4";"1";"3";"2";"12";"4";"2";"5";"1";"1";"1";"4";"1";"4";"0";"1";"61";"35";"4";"2";"3";"0";"0";"5";"2";"2";"3";"1";"0";"2";"0";"1";"0";"1";"424";"217";"39";"57";"6";"5";"6";"56";"23";"3";"4";"1";"0";"0";"0";"1";"0";"1";"5"
"8581-5225-7163-d97a-d884-d4f9-d176-d7ac";"246101";"27";"23";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Macierzy Szkolnej, ul. Adama Asnyka 30, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1151";"1224";"335";"816";"2";"9";"3";"3";"0";"0";"0";"0";"3";"818";"3";"0";"818";"9";"7";"2";"0";"809";"38";"24";"3";"3";"0";"2";"0";"1";"2";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"278";"102";"36";"0";"89";"4";"1";"2";"1";"2";"36";"1";"2";"0";"0";"0";"1";"0";"1";"154";"112";"14";"5";"0";"3";"0";"4";"5";"1";"1";"1";"3";"1";"0";"0";"1";"0";"3";"51";"28";"2";"2";"3";"1";"1";"4";"1";"0";"5";"0";"1";"3";"0";"0";"0";"0";"288";"153";"23";"32";"4";"1";"7";"40";"12";"0";"1";"3";"2";"0";"3";"0";"1";"1";"5"
"b4e5-3d7c-cc6f-e353-7784-4cc0-a40b-95e3";"246101";"27";"24";"miasto";"stały";"Dom Kultury w Starym Bielsku, ul. Jana Sobieskiego 307A, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1657";"1771";"341";"1316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1316";"0";"0";"1316";"15";"6";"9";"0";"1301";"77";"38";"3";"4";"7";"8";"0";"1";"5";"2";"5";"0";"1";"0";"1";"1";"1";"0";"0";"472";"176";"51";"2";"177";"15";"1";"2";"3";"2";"36";"0";"1";"0";"0";"0";"0";"1";"5";"111";"62";"11";"6";"2";"2";"5";"13";"2";"1";"0";"2";"2";"1";"0";"0";"1";"0";"1";"100";"49";"6";"7";"4";"5";"2";"12";"0";"0";"4";"1";"5";"1";"1";"0";"1";"2";"541";"153";"39";"52";"11";"2";"6";"253";"8";"1";"0";"4";"0";"0";"3";"0";"3";"2";"4"
"f8d4-29f7-e9b2-a282-bc35-58ad-7f5e-1b0d";"246101";"27";"25";"miasto";"stały";"Szkoła Podstawowa Nr 31 im. Jana Kochanowskiego, ul. Zapłocie Duże 1, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1700";"1783";"414";"1286";"1";"13";"1";"1";"0";"0";"0";"0";"1";"1287";"1";"0";"1287";"11";"5";"6";"0";"1276";"48";"21";"3";"2";"1";"3";"2";"2";"5";"2";"2";"0";"0";"0";"0";"1";"1";"1";"2";"482";"195";"71";"3";"152";"18";"1";"1";"3";"1";"23";"0";"3";"0";"1";"1";"1";"3";"5";"131";"74";"17";"5";"0";"6";"1";"6";"2";"0";"0";"7";"4";"1";"1";"2";"4";"0";"1";"78";"50";"4";"3";"1";"0";"0";"11";"0";"1";"2";"1";"0";"0";"0";"0";"5";"0";"537";"176";"41";"50";"13";"1";"2";"234";"14";"0";"0";"1";"0";"2";"0";"0";"1";"0";"2"
"cce0-3399-42bb-3672-7955-c8b5-3bfd-0306";"246101";"27";"26";"miasto";"stały";"Zespół Szkół Samochodowych i Ogólnokształcących, ul. Filarowa 52, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1497";"1601";"355";"1142";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1141";"0";"0";"1141";"9";"5";"4";"0";"1132";"54";"20";"4";"5";"5";"1";"1";"1";"2";"3";"1";"2";"2";"5";"0";"0";"0";"0";"2";"438";"146";"76";"4";"147";"4";"6";"0";"3";"2";"31";"0";"6";"3";"0";"2";"0";"0";"8";"160";"90";"27";"7";"0";"1";"3";"14";"1";"2";"2";"2";"2";"1";"4";"0";"2";"1";"1";"115";"56";"13";"6";"12";"3";"1";"7";"6";"0";"1";"2";"2";"1";"1";"1";"1";"2";"365";"195";"24";"54";"6";"3";"8";"48";"5";"4";"1";"0";"0";"2";"0";"1";"3";"6";"5"
"e2df-9ad2-0cd0-a44d-0671-60f8-6f34-1d68";"246101";"27";"27";"miasto";"stały";"NZOZ Przychodnia-Trójka Sp. partnerska lekarzy, ul. Stanisława Staszica 1, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"2350";"2530";"1047";"1303";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1303";"0";"1";"1302";"12";"6";"6";"0";"1290";"72";"38";"3";"2";"8";"3";"0";"3";"0";"3";"2";"2";"1";"0";"1";"1";"3";"0";"2";"536";"161";"85";"6";"239";"13";"0";"1";"2";"3";"14";"3";"3";"0";"1";"1";"0";"3";"1";"175";"87";"35";"2";"0";"9";"2";"14";"2";"2";"2";"2";"3";"0";"2";"1";"4";"5";"3";"125";"73";"6";"7";"3";"3";"1";"15";"2";"1";"1";"6";"0";"0";"0";"1";"2";"4";"382";"226";"30";"56";"6";"6";"9";"26";"3";"1";"2";"1";"2";"0";"2";"0";"2";"5";"5"
"7049-36d9-f645-f4ea-6caf-cfac-bd91-85d8";"246101";"27";"28";"miasto";"stały";"Szkoła Podstawowa Nr 27 im. Janusza Kusocińskiego, ul. Emilii Plater 3, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1750";"1879";"450";"1300";"2";"8";"1";"1";"0";"0";"0";"0";"1";"1301";"1";"0";"1301";"4";"1";"3";"0";"1297";"69";"39";"1";"5";"1";"2";"1";"3";"3";"1";"0";"0";"5";"0";"0";"1";"2";"2";"3";"427";"171";"48";"5";"143";"19";"2";"1";"5";"2";"14";"0";"3";"2";"4";"1";"0";"1";"6";"208";"124";"27";"10";"2";"7";"2";"6";"10";"0";"3";"3";"2";"2";"5";"0";"2";"2";"1";"76";"46";"3";"7";"4";"0";"2";"6";"0";"1";"0";"1";"2";"1";"0";"0";"1";"2";"517";"276";"37";"88";"18";"5";"5";"47";"19";"6";"0";"2";"1";"0";"0";"0";"0";"8";"5"
"87fd-4987-00db-e7fd-9d02-a3a1-a7c6-fb62";"246101";"27";"29";"miasto";"stały";"Zespół Szkół Gastronomicznych i Handlowych, ul. Stanisława Wyspiańskiego 5, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1698";"1835";"565";"1133";"1";"14";"1";"1";"1";"0";"0";"0";"0";"1133";"0";"0";"1133";"6";"2";"4";"0";"1127";"54";"31";"2";"5";"2";"0";"0";"2";"4";"0";"0";"0";"1";"0";"0";"2";"1";"1";"3";"371";"144";"43";"2";"137";"6";"8";"0";"1";"0";"12";"1";"11";"2";"0";"1";"0";"0";"3";"188";"107";"30";"9";"1";"5";"6";"9";"4";"0";"1";"5";"2";"3";"0";"1";"2";"2";"1";"89";"55";"4";"4";"1";"6";"1";"8";"2";"0";"2";"0";"0";"0";"1";"0";"0";"5";"425";"215";"40";"61";"10";"7";"8";"51";"12";"4";"1";"2";"1";"3";"1";"0";"3";"0";"6"
"7572-bad7-84b0-716b-d331-8dca-f298-09f8";"246101";"27";"30";"miasto";"stały";"Zespół Szkół Gastronomicznych i Handlowych, ul. Jana Sobieskiego 15, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1604";"1693";"605";"999";"3";"7";"1";"1";"0";"0";"0";"0";"1";"997";"1";"0";"997";"9";"2";"7";"0";"988";"44";"22";"0";"2";"3";"1";"0";"1";"2";"0";"2";"1";"0";"5";"1";"0";"2";"0";"2";"428";"147";"60";"5";"146";"16";"4";"6";"2";"4";"15";"0";"12";"3";"1";"0";"1";"3";"3";"106";"66";"14";"2";"1";"1";"0";"5";"5";"0";"1";"1";"0";"3";"2";"0";"3";"0";"2";"65";"43";"1";"1";"1";"3";"2";"6";"0";"1";"2";"0";"0";"1";"0";"0";"2";"2";"345";"210";"27";"31";"9";"3";"6";"37";"6";"1";"1";"1";"3";"0";"0";"3";"0";"3";"4"
"b044-71e4-c4b0-0bf0-2b93-cabc-c90c-5dbe";"246101";"27";"31";"miasto";"stały";"Zespół Szkół Elektronicznych, Elektrycznych i Mechanicznych im. Jędrzeja Śniadeckiego, ul. Juliusza Słowackiego 24, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1647";"1856";"651";"996";"1";"46";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"5";"1";"4";"0";"991";"42";"25";"2";"3";"1";"1";"0";"2";"2";"0";"2";"1";"1";"0";"1";"0";"1";"0";"0";"385";"121";"49";"6";"158";"6";"3";"1";"2";"5";"21";"4";"3";"1";"2";"0";"0";"0";"3";"159";"80";"24";"4";"2";"5";"2";"19";"6";"3";"1";"2";"1";"0";"2";"3";"2";"1";"2";"89";"55";"6";"5";"2";"2";"2";"8";"0";"0";"3";"2";"1";"1";"0";"0";"0";"2";"316";"174";"21";"56";"3";"1";"7";"33";"3";"2";"1";"1";"1";"1";"1";"0";"1";"5";"5"
"206c-3f2a-81dc-7d2e-e461-2254-3331-8faa";"246101";"27";"32";"miasto";"stały";"Dom Kultury ""Włókniarzy"", ul. 1 Maja 12, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1450";"1548";"441";"1009";"7";"25";"1";"1";"0";"0";"0";"0";"1";"1010";"1";"0";"1010";"7";"3";"4";"0";"1003";"46";"27";"0";"2";"1";"2";"1";"5";"1";"1";"0";"0";"1";"3";"0";"1";"0";"1";"0";"348";"121";"47";"5";"134";"10";"4";"2";"3";"2";"4";"1";"8";"0";"1";"0";"0";"0";"6";"177";"107";"27";"9";"1";"2";"3";"8";"2";"1";"1";"1";"4";"1";"2";"1";"4";"1";"2";"49";"32";"3";"0";"2";"1";"1";"4";"2";"0";"2";"1";"0";"0";"1";"0";"0";"0";"383";"221";"40";"50";"5";"5";"18";"26";"4";"0";"1";"0";"2";"1";"1";"3";"0";"4";"2"
"9c72-b6b1-cc92-a15b-a409-a5a9-cd70-d590";"246101";"27";"33";"miasto";"stały";"Urząd Miejski w Bielsku-Białej, pl. Ratuszowy 6, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1900";"2024";"435";"1465";"1";"38";"0";"0";"0";"0";"0";"0";"0";"1463";"0";"0";"1463";"6";"6";"0";"0";"1457";"65";"27";"3";"4";"8";"5";"2";"2";"0";"0";"2";"5";"2";"0";"0";"0";"2";"1";"2";"537";"194";"61";"8";"209";"11";"3";"1";"5";"4";"18";"1";"6";"1";"4";"2";"1";"2";"6";"238";"130";"40";"11";"1";"2";"5";"14";"5";"2";"4";"6";"2";"0";"1";"8";"3";"4";"0";"92";"57";"8";"0";"3";"1";"3";"8";"1";"1";"0";"5";"0";"1";"1";"0";"0";"3";"525";"295";"59";"87";"7";"2";"5";"35";"10";"2";"0";"3";"2";"1";"2";"0";"1";"5";"9"
"7ee4-993d-0c54-07b1-b55e-bd25-3a6e-d1c5";"246101";"27";"34";"miasto";"stały";"Zespół Szkół Ogrodniczych im. Stanisława Szumca, ul. Akademii Umiejętności 1, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1584";"1641";"494";"1090";"4";"10";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"5";"1";"4";"0";"1085";"62";"33";"8";"3";"5";"1";"1";"2";"1";"0";"1";"2";"1";"0";"0";"1";"1";"0";"2";"366";"109";"82";"2";"115";"12";"5";"0";"3";"3";"12";"0";"6";"1";"5";"1";"1";"2";"7";"181";"99";"23";"4";"2";"4";"9";"10";"3";"2";"1";"9";"3";"0";"5";"2";"3";"0";"2";"76";"48";"4";"2";"6";"2";"2";"6";"1";"0";"1";"0";"1";"0";"2";"0";"0";"1";"400";"226";"36";"53";"4";"2";"5";"51";"8";"2";"0";"0";"0";"0";"3";"1";"1";"1";"7"
"f6d1-e681-4196-2610-28fa-cf14-ce53-a64d";"246101";"27";"35";"miasto";"stały";"Klub Samopomocy ""Milusińscy"", ul. Milusińskich 6, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1609";"1679";"495";"1114";"5";"2";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"4";"1";"3";"0";"1110";"53";"32";"5";"1";"5";"0";"0";"2";"0";"0";"2";"2";"0";"0";"2";"1";"1";"0";"0";"431";"139";"73";"5";"149";"15";"8";"1";"1";"2";"25";"1";"5";"1";"1";"0";"0";"2";"3";"189";"115";"23";"6";"6";"4";"5";"6";"4";"1";"0";"11";"2";"2";"1";"0";"1";"1";"1";"88";"46";"2";"6";"4";"2";"3";"5";"3";"0";"2";"5";"0";"1";"1";"1";"3";"4";"349";"201";"27";"50";"6";"7";"8";"22";"4";"4";"2";"1";"5";"4";"1";"2";"1";"2";"2"
"905d-91c8-8d35-150a-bfa6-30b6-6dfb-adc2";"246101";"27";"36";"miasto";"stały";"Szkoła Podstawowa Nr 27 im. Janusza Kusocińskiego, ul. Zofii Kossak-Szczuckiej 19, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1599";"1660";"396";"1203";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1203";"0";"0";"1203";"1";"0";"1";"0";"1202";"60";"25";"7";"4";"0";"5";"0";"7";"2";"4";"2";"0";"1";"0";"0";"0";"0";"0";"3";"478";"181";"66";"8";"180";"9";"6";"0";"2";"3";"10";"1";"8";"1";"0";"0";"1";"0";"2";"162";"103";"21";"11";"4";"2";"3";"7";"2";"0";"1";"0";"2";"0";"1";"0";"2";"1";"2";"79";"44";"3";"4";"6";"2";"1";"6";"0";"1";"3";"4";"0";"0";"2";"2";"0";"1";"423";"224";"52";"61";"5";"6";"6";"29";"14";"2";"0";"2";"3";"2";"1";"2";"2";"5";"7"
"dfde-5789-5d3c-3275-0f9e-7a9d-64c5-e31d";"246101";"27";"37";"miasto";"stały";"Szkoła Podstawowa Nr 27 im. Janusza Kusocińskiego, ul. Zofii Kossak-Szczuckiej 19, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1546";"1647";"491";"1055";"4";"1";"0";"0";"0";"0";"0";"0";"0";"1055";"0";"0";"1055";"9";"5";"4";"0";"1046";"38";"18";"3";"4";"2";"0";"1";"1";"0";"0";"2";"2";"1";"2";"0";"0";"0";"0";"2";"375";"140";"47";"1";"134";"8";"1";"1";"0";"3";"12";"2";"12";"3";"2";"1";"3";"1";"4";"159";"100";"18";"1";"2";"6";"2";"11";"4";"2";"1";"1";"2";"0";"1";"1";"1";"0";"6";"87";"63";"2";"0";"5";"1";"0";"7";"0";"1";"3";"1";"2";"0";"0";"0";"0";"2";"387";"215";"48";"48";"1";"2";"9";"34";"13";"3";"0";"1";"2";"0";"1";"3";"1";"0";"6"
"def5-caae-d2ba-8429-9f5a-dd1b-b5fc-261a";"246101";"27";"38";"miasto";"stały";"Zespół Szkół Technicznych i Handlowych im. Franciszka Kępki, ul. Józefa Lompy 11, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1450";"1577";"475";"975";"0";"9";"0";"0";"0";"0";"0";"0";"0";"975";"0";"0";"975";"17";"11";"6";"0";"958";"50";"28";"7";"2";"4";"1";"0";"0";"0";"1";"3";"2";"0";"1";"0";"0";"0";"1";"0";"346";"137";"55";"3";"108";"10";"2";"0";"0";"1";"10";"3";"6";"0";"1";"3";"2";"1";"4";"144";"79";"25";"4";"0";"4";"3";"7";"5";"0";"3";"1";"3";"1";"2";"0";"3";"0";"4";"57";"30";"2";"3";"1";"3";"0";"6";"0";"1";"2";"0";"1";"3";"1";"0";"0";"4";"361";"215";"28";"42";"2";"3";"9";"35";"10";"1";"0";"2";"1";"1";"0";"2";"1";"4";"5"
"ba67-7d2b-4ad6-bc7d-410e-072a-906f-fe76";"246101";"27";"39";"miasto";"stały";"IV Liceum Ogólnokształcące im. KEN, ul. prof. dr. Mieczysława Michałowicza 55, 43-300 Bielsko-Biała";"m. Bielsko-Biała";"Bielsko-Biała";"śląskie";"1800";"1928";"591";"1209";"3";"10";"2";"2";"0";"0";"0";"0";"2";"1211";"2";"0";"1211";"6";"3";"3";"0";"1205";"60";"22";"5";"7";"11";"3";"0";"0";"0";"0";"4";"1";"3";"0";"0";"1";"1";"0";"2";"435";"169";"54";"4";"149";"11";"1";"1";"1";"3";"23";"3";"5";"1";"1";"1";"0";"0";"8";"204";"121";"37";"11";"3";"2";"4";"6";"2";"0";"1";"5";"5";"0";"3";"1";"1";"0";"2";"90";"54";"5";"2";"4";"3";"0";"10";"3";"0";"1";"1";"1";"0";"1";"2";"1";"2";"416";"233";"37";"71";"6";"4";"6";"33";"11";"5";"0";"2";"1";"0";"1";"2";"0";"2";"2"
