"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Alicja Paulina CHYBICKA";"Marcin Rafał KRZYŻANOWSKI"
"1708-8144-601e-6145-e256-3946-19a0-2836";"026401";"7";"165";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 9, ul. Mariana Morelowskiego 43, 52-429 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"1799";"1981";"199";"1600";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1600";"0";"0";"1600";"35";"14";"21";"0";"1565";"1157";"408"
"cad2-e107-3377-fe08-74a9-e473-692b-e863";"026401";"7";"283";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy o Profilu Rehabilitacyjnym Zgromadzenia Sióstr Św. Elżbiety, ul. Św. Józefa 2/4, 50-329 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"120";"106";"49";"71";"0";"1";"0";"0";"0";"0";"0";"0";"0";"71";"0";"0";"71";"0";"0";"0";"0";"71";"19";"52"
"d22d-5a69-e79f-e10e-3bf5-2522-0c91-2005";"026401";"7";"284";"miasto";"areszt śledczy";"Areszt Śledczy, ul. Świebodzka 1, 50-046 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"760";"739";"286";"472";"0";"1";"0";"0";"0";"0";"0";"0";"0";"472";"0";"0";"472";"21";"11";"10";"0";"451";"361";"90"
"66c2-9466-d4bf-dd34-894f-beee-acc9-23e1";"026401";"7";"285";"miasto";"zakład leczniczy";"Dolnośląskie Centrum Chorób Płuc we Wrocławiu, ul. Grabiszyńska 105, 53-439 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"239";"216";"135";"104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"2";"2";"0";"0";"102";"57";"45"
"73d4-2e71-79a1-e1c7-5503-9608-a8ed-94cb";"026401";"7";"286";"miasto";"zakład leczniczy";"Dolnośląskie Centrum Transplantacji Komórkowych z Krajowym Bankiem Dawców Szpiku, ul. Grabiszyńska 105, 53-439 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"50";"32";"30";"20";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"4";"0";"4";"0";"16";"9";"7"
"9252-c056-ccec-f9e1-ed72-a612-4595-46f4";"026401";"7";"287";"miasto";"zakład karny";"Zakład Karny Nr 2, ul. Fiołkowa 38, 53-239 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"660";"614";"408";"252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"6";"0";"6";"0";"246";"209";"37"
"7c00-2e74-977c-4cbd-427f-037f-7759-fb1c";"026401";"7";"292";"miasto";"zakład leczniczy";"Uniwersytecki Szpital Kliniczny im. Jana Mikulicza-Radeckiego we Wrocławiu-budynek I Kliniki Ginekologii i Położnictwa, ul. Chałubińskiego 3, 50-368 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"253";"168";"140";"113";"0";"29";"0";"0";"0";"0";"0";"0";"0";"113";"0";"0";"113";"2";"0";"2";"0";"111";"65";"46"
"bf69-a145-1545-0b20-ba10-c72a-879c-40f5";"026401";"7";"293";"miasto";"zakład leczniczy";"Dolnośląskie Centrum Onkologii we Wrocławiu, pl. Hirszfelda 12, 53-413 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"250";"260";"165";"85";"0";"4";"0";"0";"0";"0";"0";"0";"0";"85";"0";"0";"85";"3";"0";"3";"0";"82";"38";"44"
"79cc-9828-2d20-ab22-123a-64ad-e300-181b";"026401";"7";"294";"miasto";"zakład leczniczy";"4 Wojskowy Szpital Kliniczny z Polikliniką SP ZOZ we Wrocławiu, ul. Weigla 5, 53-114 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"655";"666";"500";"155";"0";"13";"0";"0";"0";"0";"0";"0";"0";"155";"0";"0";"155";"3";"2";"1";"0";"152";"84";"68"
"1d9a-528c-79a6-3170-67fb-f611-7d32-ab3b";"026401";"7";"295";"miasto";"zakład leczniczy";"Uniwersytecki Szpital Kliniczny im. Jana Mikulicza-Radeckiego we Wrocławiu-budynek H, ul. Borowska 213, 50-556 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"242";"288";"103";"139";"0";"7";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"7";"3";"4";"0";"131";"75";"56"
"af34-2cae-056f-0c63-df24-c72f-8cff-38bd";"026401";"7";"296";"miasto";"zakład leczniczy";"Uniwersytecki Szpital Kliniczny im. Jana Mikulicza-Radeckiego we Wrocławiu-budynek J, ul. Borowska 213, 50-556 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"249";"211";"114";"135";"0";"13";"0";"0";"0";"0";"0";"0";"0";"135";"0";"0";"135";"2";"0";"2";"0";"133";"77";"56"
"13b8-01d2-a423-f0de-25d8-59f4-7dc8-f9fe";"026401";"7";"297";"miasto";"dom pomocy społecznej";"ORPEA Polska Sp. z o. o., ul. Dyrekcyjna 5 - 7, 50-528 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"161";"140";"92";"69";"0";"0";"0";"0";"0";"0";"0";"0";"0";"69";"0";"0";"69";"3";"1";"2";"0";"66";"51";"15"
"6777-86ae-c193-558a-db0f-883c-6a81-5d60";"026401";"7";"298";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Samarytanin"", ul. Świątnicka 25/27, 52-018 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"121";"99";"59";"62";"0";"0";"0";"0";"0";"0";"0";"0";"0";"62";"0";"0";"62";"0";"0";"0";"0";"62";"28";"34"
"7075-73d0-d486-b1de-41d9-b448-78f5-5a57";"026401";"7";"299";"miasto";"zakład leczniczy";"Szpital Specjalistyczny im. A. Falkiewicza-Budynek Ginekologiczno-Położniczy, ul. Warszawska 2, 52-114 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"159";"165";"107";"52";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52";"0";"0";"52";"0";"0";"0";"0";"52";"25";"27"
"6715-f65d-ac87-e195-32db-3318-567c-7e14";"026401";"7";"300";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Karmelkowa 25, 52-437 Wrocław";"m. Wrocław";"Wrocław";"dolnośląskie";"169";"186";"93";"76";"0";"1";"0";"0";"0";"0";"0";"0";"0";"76";"0";"0";"76";"0";"0";"0";"0";"76";"32";"44"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
