"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Michał Tomasz KAMIŃSKI";"Konstanty RADZIWIŁŁ"
"9df1-c57b-bf6c-b53e-bbb8-9099-bafc-33d6";"141708";"41";"5";"wieś";"stały";"Przedszkole w Pęclinie, Pęclin ul. Radosna 74, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"530";"593";"157";"373";"0";"1";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"14";"7";"7";"0";"359";"160";"199"
"16a7-fdc9-d83c-b937-4fa1-6d48-3145-e973";"141708";"41";"6";"wieś";"stały";"Szkoła Podstawowa w Gliniance-sala gimnastyczna, ul. Napoleońska 1, 05-408 Glinianka";"gm. Wiązowna";"otwocki";"mazowieckie";"759";"860";"159";"600";"2";"17";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"17";"4";"13";"0";"583";"249";"334"
"1f0f-b674-8d87-6526-a5b0-5edd-362a-126a";"141708";"41";"7";"wieś";"stały";"Szkoła Podstawowa w Gliniance-sala lekcyjna, ul. Napoleońska 1, 05-408 Glinianka";"gm. Wiązowna";"otwocki";"mazowieckie";"650";"735";"161";"489";"0";"10";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"13";"5";"8";"0";"476";"161";"315"
"91e1-55c3-5e7d-f2b9-0979-0de5-67ee-eed0";"141708";"41";"8";"wieś";"stały";"Szkoła Podstawowa w Wiązownie-mała sala gimnastyczna, ul. Kościelna 20, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"999";"1133";"211";"788";"0";"6";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"25";"10";"15";"0";"763";"388";"375"
"d2d3-c712-5e52-c285-1165-c555-cac6-3003";"141708";"41";"9";"wieś";"stały";"Szkoła Podstawowa w Malcanowie, Malcanów ul. Mazowiecka 55, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"661";"751";"75";"586";"0";"5";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"19";"11";"8";"0";"567";"328";"239"
"0ff9-fbf4-6386-89fb-2bdf-5bc3-7c3d-a823";"141708";"41";"10";"wieś";"stały";"Dom Kultury Nad Świdrem, Wola Karczewska ul. Doliny Świdra 6, 05-408 Glinianka";"gm. Wiązowna";"otwocki";"mazowieckie";"540";"607";"99";"441";"0";"6";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"13";"3";"10";"0";"428";"171";"257"
"fb5a-70cd-1efc-8318-691e-0100-9fb2-22f8";"141708";"41";"11";"wieś";"stały";"Świetlica w Majdanie, Majdan ul. Klubowa 8, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"560";"629";"102";"458";"0";"3";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"6";"1";"5";"0";"452";"228";"224"
"ab1b-5a0f-7a85-f677-08a9-12e6-c70a-3162";"141708";"41";"12";"wieś";"stały";"Świetlica w Izabeli, Izabela ul. Postępu 23, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"341";"374";"31";"310";"0";"6";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"4";"0";"4";"0";"306";"196";"110"
"e4ff-7667-16b9-5b48-6c17-bddf-7cbc-5a87";"141708";"41";"13";"wieś";"stały";"Świetlica w Stefanówce, Stefanówka ul. Sowia 8, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"519";"579";"88";"431";"0";"4";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"12";"6";"6";"0";"419";"265";"154"
"eb6a-0dd2-dbda-4b93-61a1-5362-68da-2c4e";"141708";"41";"14";"miasto";"zakład leczniczy";"ORPEA Klinika Rehabilitacyjna ""Marianna"", Majdan ul. Trasa Lubelska 13, 05-462 Wiązowna";"gm. Wiązowna";"otwocki";"mazowieckie";"151";"145";"77";"74";"0";"0";"0";"0";"0";"0";"0";"0";"0";"74";"0";"0";"74";"5";"0";"5";"0";"69";"34";"35"
"159c-dce8-cc13-a56d-c111-f2ea-b0a5-8cc9";"141801";"41";"1";"wieś";"stały";"Szkoła Podstawowa im. Kawalerów Orderu Uśmiechu w Czersku, Czersk ul. Warszawska 17, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"740";"822";"177";"563";"2";"2";"1";"1";"0";"0";"0";"0";"1";"564";"1";"0";"564";"26";"4";"22";"0";"538";"342";"196"
"0e67-15d4-0054-2973-8cfa-727a-cbf5-d10f";"141801";"41";"2";"wieś";"stały";"Szkoła Podstawowa im. Władysława Reymonta w Coniewie, Coniew 28, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1179";"1301";"411";"768";"0";"9";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"19";"7";"12";"0";"749";"364";"385"
"b2b3-9780-387c-4450-0f09-b217-2ea5-7946";"141801";"41";"3";"wieś";"stały";"Szkoła Podstawowa im. Kazimierza Górskiego w Czaplinku, Czaplinek ul. Szkolna 5, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"740";"823";"249";"491";"0";"0";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"27";"19";"8";"0";"464";"215";"249"
"978a-3e67-3635-b4f3-c517-fc05-ca89-275b";"141801";"41";"4";"wieś";"stały";"Szkoła Podstawowa im. Księdza Jana Twardowskiego w Czachówku, Czachówek ul. Główna 56, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"890";"981";"215";"675";"0";"5";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"21";"7";"14";"0";"654";"374";"280"
"ab0e-601b-0a58-9d82-fb9b-15fc-68fc-d0c4";"141801";"41";"5";"wieś";"stały";"Szkoła Podstawowa im. Feliksa Kapackiego w Cendrowicach, Cendrowice ul. Szkolna 4, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"908";"1029";"262";"646";"0";"4";"0";"0";"0";"0";"0";"0";"0";"646";"0";"0";"646";"14";"3";"11";"0";"632";"301";"331"
"57be-0277-191f-4164-ef24-b42f-7a27-c7f7";"141801";"41";"6";"wieś";"stały";"Szkoła Podstawowa im. Kard. Stefana Wyszyńskiego w Dobieszu, Dobiesz ul. Wolska 36, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"710";"799";"167";"543";"0";"2";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"15";"0";"15";"0";"528";"261";"267"
"cf68-a9f2-f885-bf68-28b3-89d9-9796-8395";"141801";"41";"7";"wieś";"stały";"Szkoła Podstawowa w Baniosze, ul. Szkolna 1, 05-532 Baniocha";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"2599";"2857";"748";"1851";"1";"25";"0";"0";"0";"0";"0";"0";"0";"1851";"0";"0";"1851";"59";"17";"42";"0";"1792";"963";"829"
"eeb9-2fe7-2cb4-61a3-1447-a1ea-c115-b6dc";"141801";"41";"8";"wieś";"stały";"Szkoła Podstawowa im. Błogosławionego Ojca St. Papczyńskiego w Kątach, Kąty ul. Puławska 4, 05-532 Baniocha";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1220";"1357";"282";"938";"0";"4";"0";"0";"0";"0";"0";"0";"0";"938";"0";"0";"938";"34";"5";"29";"0";"904";"536";"368"
"d5c5-1325-660d-fff9-5851-386d-8435-838f";"141801";"41";"9";"wieś";"stały";"Szkoła Podstawowa im. Orła Białego w Brześcach, Brześce ul. Wilanowska 55, 05-520 Konstancin Jeziorna";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1110";"1220";"325";"785";"0";"5";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"20";"4";"16";"0";"765";"346";"419"
"7496-65e8-32ea-f5d5-1ff0-2f17-c735-bf2a";"141801";"41";"10";"miasto";"stały";"Zespół Szkół Zawodowych im. Marsz. Franciszka Bielińskiego w Górze Kalwarii, ul. Budowlanych 14, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1670";"1850";"387";"1283";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1282";"0";"0";"1282";"35";"11";"24";"0";"1247";"667";"580"
"e1ec-8c72-2c59-fd3e-0d5d-213a-f34b-0119";"141801";"41";"11";"miasto";"stały";"Przedszkole Samorządowe Nr 1 w Górze Kalwarii, ul. Księdza Zygmunta Sajny 18, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1383";"1531";"338";"1048";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1048";"0";"0";"1048";"40";"6";"34";"0";"1008";"575";"433"
"3d73-f0a4-014c-a47c-1b3c-4941-8613-6973";"141801";"41";"12";"miasto";"stały";"Świetlica Spółdzielni Mieszkaniowej w Górze Kalwarii, ul. Kard. Stefana Wyszyńskiego 3 bl. 1, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1100";"1224";"246";"854";"2";"12";"0";"0";"0";"0";"0";"0";"0";"854";"0";"0";"854";"24";"7";"17";"0";"830";"460";"370"
"4ee5-f424-fff1-6f1b-290e-bead-a6a1-7094";"141801";"41";"13";"miasto";"stały";"Zespół Szkół Ogólnokształcących w Górze Kalwarii, ul. Księdza Zygmunta Sajny 16, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1360";"1502";"418";"942";"0";"8";"0";"0";"0";"0";"0";"0";"0";"942";"0";"0";"942";"32";"12";"20";"0";"910";"485";"425"
"3707-dbf9-a776-6e83-39b7-3a5b-dc72-8c49";"141801";"41";"14";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Księcia Janusza w Górze Kalwarii, ul. Kalwaryjska 3, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1408";"1604";"314";"1094";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1094";"0";"0";"1094";"32";"11";"21";"0";"1062";"569";"493"
"b814-2712-fb76-3eb0-d756-63be-0a47-0126";"141801";"41";"15";"miasto";"stały";"Ośrodek Kultury w Górze Kalwarii, ul. por. Jana Białka 9, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"1231";"1330";"341";"890";"1";"7";"0";"0";"0";"0";"0";"0";"0";"890";"0";"0";"890";"37";"8";"29";"0";"853";"452";"401"
"be08-867b-7bb4-bcd0-bcda-4145-bc48-fab2";"141801";"41";"16";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Górze Kalwarii, ul. Szpitalna 1, 05-530 Góra Kalwaria";"gm. Góra Kalwaria";"piaseczyński";"mazowieckie";"440";"441";"308";"132";"0";"1";"0";"0";"0";"0";"0";"0";"0";"132";"0";"0";"132";"14";"0";"14";"0";"118";"31";"87"
"449e-d764-b868-8ec1-344d-f621-44b2-072f";"141802";"41";"1";"miasto";"stały";"Mazowieckie Centrum Rehabilitacji ""STOCER"", ul. Długa 40/42, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1105";"1242";"203";"902";"4";"67";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"26";"8";"18";"0";"876";"517";"359"
"f79c-bcad-7981-b356-294c-4f0a-ad6f-ad3c";"141802";"41";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Wojewódzka 12, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1251";"1311";"239";"1012";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1012";"0";"0";"1012";"29";"6";"23";"0";"983";"669";"314"
"73cf-f1e8-7de2-b7c6-d334-0308-4e5c-3c58";"141802";"41";"3";"miasto";"stały";"Biblioteka Publiczna-Filia w Konstancinie-Jeziornie, ul. S. Moniuszki 22B, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"522";"571";"81";"441";"1";"10";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"15";"3";"12";"0";"426";"236";"190"
"96bb-8625-448b-1af7-4673-ee5f-1d4d-3fd1";"141802";"41";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, Konstancin-Jeziorna ul. S. Żeromskiego 15, 05-510 Konstancin-Jeziornna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"940";"1117";"128";"812";"1";"31";"0";"0";"0";"0";"0";"0";"0";"812";"0";"0";"812";"26";"4";"22";"0";"786";"549";"237"
"9c2e-47f6-1869-d362-061a-a1b2-1a0f-360c";"141802";"41";"5";"miasto";"stały";"Świetlica Konstancińskiego Domu Kultury, ul. Sobieskiego 6, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1461";"1609";"255";"1206";"3";"18";"1";"1";"0";"0";"0";"0";"1";"1207";"1";"0";"1207";"63";"31";"32";"0";"1144";"656";"488"
"d9b0-9234-7cfe-14fe-84a0-3c0a-83d1-900f";"141802";"41";"6";"miasto";"stały";"Lokal firmy ""COMERTO Sp. z o. o. '', ul. Wilanowska 1A, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1170";"1333";"229";"941";"3";"9";"0";"0";"0";"0";"0";"0";"0";"941";"0";"1";"940";"40";"11";"29";"0";"900";"591";"309"
"8179-afa3-451c-007e-f7d8-f933-69f5-acb7";"141802";"41";"7";"miasto";"stały";"Gminna Świetlica, ul. Anny Walentynowicz 24, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1550";"1706";"362";"1188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1187";"0";"0";"1187";"48";"9";"39";"0";"1139";"615";"524"
"7d52-787e-a27e-716c-489b-0939-90b5-ce5c";"141802";"41";"8";"miasto";"stały";"Budynek Ochotniczej Straży Pożarnej, ul. K. Pułaskiego 72, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1531";"1657";"256";"1275";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1275";"0";"0";"1275";"45";"20";"25";"0";"1230";"780";"450"
"cf59-b76c-bb63-7ed2-ecb5-4dcf-a0c9-c8a3";"141802";"41";"9";"miasto";"stały";"Szkoła Podstawowa Integracyjna nr 5, ul. Szkolna 7, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1418";"1606";"312";"1106";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1106";"0";"0";"1106";"41";"7";"34";"0";"1065";"661";"404"
"b2f5-0d95-0f1a-edec-e720-138f-bf7c-a3f9";"141802";"41";"10";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Bielawska 57, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1620";"1822";"294";"1326";"4";"21";"0";"0";"0";"0";"0";"0";"0";"1324";"0";"0";"1324";"40";"13";"27";"0";"1284";"808";"476"
"af7f-41c8-b362-ad07-5099-5f0e-fb0e-a044";"141802";"41";"11";"wieś";"stały";"Dom Ludowy w Bielawie, Bielawa ul. Wspólna 13, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1480";"1609";"275";"1205";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1205";"0";"0";"1205";"14";"7";"7";"0";"1191";"717";"474"
"e2c7-2830-c2ca-e708-53d4-b51f-20a7-5a70";"141802";"41";"12";"wieś";"stały";"Szkoła Podstawowa Nr 6 w Opaczy, Opacz 7, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1120";"1244";"285";"835";"0";"1";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"25";"12";"13";"0";"810";"370";"440"
"5f38-e8d2-27a6-95f9-eaa5-a996-b74f-de9e";"141802";"41";"13";"wieś";"stały";"Przedszkole ""Kolorowe Kredki"" w Oborach, Obory 1, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"640";"712";"151";"489";"0";"2";"0";"0";"0";"0";"0";"0";"0";"489";"0";"1";"488";"25";"4";"21";"0";"463";"296";"167"
"a579-59ca-0c5b-347b-2d91-f735-0816-9c4c";"141802";"41";"14";"wieś";"stały";"Szkoła Podstawowa Nr 4 w Słomczynie, Słomczyn ul. Wilanowska 218, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"1050";"1179";"228";"822";"0";"8";"0";"0";"0";"0";"0";"0";"0";"822";"0";"0";"822";"32";"7";"25";"0";"790";"405";"385"
"53a9-dd72-4694-2533-b523-928f-5887-0f61";"141802";"41";"15";"wieś";"stały";"Dom Ludowy w Cieciszewie, Cieciszew 67A, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"427";"490";"94";"333";"0";"1";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"14";"3";"11";"0";"319";"169";"150"
"b469-430a-380d-7c33-f108-63ef-5cae-6c0b";"141802";"41";"16";"miasto";"dom pomocy społecznej";"Ośrodek Opiekuńczo-Rehabilitacyjny LUX MED „TABITA” Sp. z o. o., ul. Długa 43, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"80";"94";"22";"58";"0";"2";"0";"0";"0";"0";"0";"0";"0";"58";"0";"0";"58";"6";"2";"4";"0";"52";"29";"23"
"e93d-60ad-29d7-08e5-6b93-9ddc-0989-0032";"141802";"41";"17";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Potulickich 1, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"37";"37";"8";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"0";"0";"0";"0";"29";"18";"11"
"9600-d066-9a86-7f13-c0a1-71c0-f6d8-6d37";"141802";"41";"18";"miasto";"dom pomocy społecznej";"Dom Rencisty Polskiej Akademii Nauk, ul. Chodkiewicza 3/5, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"40";"35";"9";"31";"0";"1";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"4";"0";"4";"0";"27";"20";"7"
"417f-b2d6-d238-9937-4c62-6607-6358-38c8";"141802";"41";"19";"miasto";"dom pomocy społecznej";"Dom Artystów Weteranów Scen Polskich, ul. K. Pułaskiego 6, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"65";"51";"25";"40";"0";"0";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"3";"1";"2";"0";"37";"25";"12"
"07bb-31c0-b638-328a-100c-3994-2ad2-60e7";"141802";"41";"20";"miasto";"zakład leczniczy";"Mazowieckie Centrum Rehabiltacji ""STOCER"" Sp. z. o. o., ul. Wierzejewskiego 12, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"190";"118";"91";"99";"0";"8";"0";"0";"0";"0";"0";"0";"0";"99";"0";"0";"99";"3";"1";"2";"0";"96";"50";"46"
"ebbc-9e9c-488d-76d7-9ea8-7092-31d8-12f4";"141802";"41";"21";"miasto";"zakład leczniczy";"Centrum Kompleksowej Rehabilitacji Sp. z o. o., ul. W. Gąsiorowskiego 12/14, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"252";"228";"77";"175";"0";"6";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"8";"2";"6";"0";"167";"74";"93"
"f6aa-a254-a839-e4e1-cf13-e0c3-67c2-86aa";"141802";"41";"22";"wieś";"dom pomocy społecznej";"Dom Opieki i Klinika Wentylacji Respiratorem ""Konstancja"", Bielawa ul. Lipowa 1, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"143";"132";"94";"49";"0";"0";"0";"0";"0";"0";"0";"0";"0";"49";"0";"0";"49";"0";"0";"0";"0";"49";"19";"30"
"7be8-89e4-951a-854d-7f65-5d65-f73f-319c";"141802";"41";"23";"miasto";"zakład leczniczy";"Uzdrowisko Konstancin-Zdrój S. A. Szpital Rehabilitacyjny, ul Sue Ryder 1, 05-510 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"200";"193";"87";"113";"0";"24";"0";"0";"0";"0";"0";"0";"0";"113";"0";"0";"113";"5";"0";"5";"0";"108";"44";"64"
"de95-2d49-4d42-96ae-4344-ee7f-687f-e23c";"141802";"41";"24";"miasto";"dom pomocy społecznej";"Dom Seniora ""Willa Kalina"", ul. Fabryczna 3, 05-520 Konstancin-Jeziorna";"gm. Konstancin-Jeziorna";"piaseczyński";"mazowieckie";"19";"19";"3";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"8";"8"
"104b-89df-f915-5368-73a9-65dc-8ac2-9937";"141803";"41";"1";"wieś";"stały";"Filia Gminnego Ośrodka Kultury, Mysiadło, ul. Topolowa 2 lok. 106 (budynek MYSZKA), Mysiadło ul. Topolowa 2/106, 05-500 Piaseczno";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1061";"1182";"209";"852";"1";"15";"0";"0";"0";"0";"0";"0";"0";"852";"0";"0";"852";"39";"11";"28";"0";"813";"427";"386"
"991a-0fc2-a34d-7256-e35c-f784-ebe6-81d1";"141803";"41";"2";"wieś";"stały";"Szkoła Podstawowa w Mysiadle ul. Kwiatowa 28, Mysiadło ul. Kwiatowa 28, 05-500 Piaseczno";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1458";"1647";"90";"1360";"0";"22";"0";"0";"0";"0";"0";"0";"0";"1359";"0";"0";"1359";"43";"18";"25";"0";"1316";"1002";"314"
"9d95-f9f2-6eeb-ac85-a064-d5b0-2c3d-1be1";"141803";"41";"3";"wieś";"stały";"Szkoła Podstawowa w Nowej Iwicznej, ul. I. Krasickiego 56 (sala gimnastyczna, wejście od strony sali), Nowa Iwiczna ul. I. Krasickiego 56, 05-500 Piaseczno";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1400";"1475";"163";"1239";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1239";"0";"0";"1239";"38";"7";"31";"0";"1201";"904";"297"
"7562-11af-1c3e-6d1d-563a-9693-47ce-77c4";"141803";"41";"4";"wieś";"stały";"Szkoła Podstawowa w Nowej Iwicznej ul. I. Krasickiego 56 (Holl-wejście główne), Nowa Iwiczna ul. I. Krasickiego 53, 05-500 Piaseczno";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1351";"1518";"75";"1276";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1276";"0";"0";"1276";"41";"14";"27";"0";"1235";"905";"330"
"7356-842b-9db6-8ec2-45cd-aa6b-baf6-93a7";"141803";"41";"5";"wieś";"stały";"Filia Szkoły Podstawowej w Zgorzale, ul. Cyraneczki 8, Zgorzała Cyraneczki 8, 05-500 Piaseczno";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1224";"1346";"108";"1116";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"38";"12";"26";"0";"1076";"742";"334"
"ef07-ab1d-695d-e041-ef94-9c15-fdb5-9c54";"141803";"41";"6";"wieś";"stały";"Budynek Komunalny przy OSP w Nowej Woli ul. I. Krasickiego 215, Nowa Wola ul. I. Krasickiego 215, 05-500 Piaseczno";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1474";"1787";"81";"1394";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1393";"0";"0";"1393";"52";"17";"35";"0";"1341";"896";"445"
"3567-9219-e8b6-fb47-1094-ebc9-466e-eeb9";"141803";"41";"7";"wieś";"stały";"Świetlica GOK w Starej Iwicznej, ul. Nowa 6, Stara Iwiczna ul. Nowa 6, 05-500 Piaseczno";"gm. Lesznowola";"piaseczyński";"mazowieckie";"847";"937";"155";"692";"0";"0";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"33";"8";"25";"0";"659";"419";"240"
"cb6c-d937-b6e4-208b-c62d-c8c7-5582-5855";"141803";"41";"8";"wieś";"stały";"Urząd Gminy w Lesznowoli ul. Gminna 60, ul. Gminna 60, 05-506 Lesznowola";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1316";"1569";"81";"1235";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1235";"0";"0";"1235";"43";"12";"31";"0";"1192";"733";"459"
"1ee7-e845-0f17-a6a7-a758-4e39-7bd3-7ac7";"141803";"41";"9";"wieś";"stały";"Świetlica we Władysławowie, ul. Wojska Polskiego 64, Władysławów ul. Wojska Polskiego 64, 05-506 Lesznowola";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1486";"1667";"169";"1317";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1317";"0";"0";"1317";"39";"9";"30";"0";"1278";"944";"334"
"de53-f4e8-8dc3-b838-c57b-233c-7db9-6047";"141803";"41";"10";"wieś";"stały";"Centrum integracji Społecznej w Magdalence ul. Lipowa 28, Magdalenka ul. Lipowa 28, 05-506 Lesznowola";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1051";"1081";"130";"921";"0";"20";"0";"0";"0";"0";"0";"0";"0";"921";"0";"1";"920";"45";"16";"29";"0";"875";"660";"215"
"de44-3599-bb54-154c-f06d-b0a0-bb77-e34b";"141803";"41";"11";"wieś";"stały";"Szkoła Podstawowa w Łazach ul. Ks. Słojewskiego 1 (wejście główne szkoły), Łazy ul. Ks. Słojewskiego 1, 05-552 Magdalenka";"gm. Lesznowola";"piaseczyński";"mazowieckie";"1980";"2254";"353";"1627";"5";"14";"0";"0";"0";"0";"0";"0";"0";"1627";"0";"0";"1627";"43";"14";"29";"0";"1584";"939";"645"
