"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Patryk Damian HAŁACZKIEWICZ";"Stanisław JURCEWICZ";"Aleksander Jakub SZWED"
"72e2-3025-43d8-bd0c-dc1e-5341-ed83-1079";"020804";"5";"13";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Parkowa 20, 57-402 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"61";"90";"35";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"3";"0";"3";"0";"23";"5";"6";"12"
"4b9f-fd7b-0609-6b68-1331-910a-fb26-13d3";"020804";"5";"14";"miasto";"zakład leczniczy";"SPZOZ ""Zespół Opieki Zdrowotnej"" Szpital w Nowej Rudzie, ul. Szpitalna 8, 57-400 Nowa Ruda";"m. Nowa Ruda";"kłodzki";"dolnośląskie";"88";"58";"77";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"2";"2";"7"
"c902-faab-9e07-b6ac-6b99-19f7-63c8-07c1";"020805";"5";"1";"miasto";"stały";"Szkoła Podstawowa Stowarzyszenia ""Edukator"", ul. Kościuszki 13, 57-320 Polanica-Zdrój";"m. Polanica-Zdrój";"kłodzki";"dolnośląskie";"1671";"1852";"537";"1134";"2";"33";"0";"0";"0";"0";"0";"0";"0";"1134";"0";"0";"1134";"24";"2";"22";"0";"1110";"139";"529";"442"
"cb66-cd05-94d9-e65a-7a6f-3ca2-25f9-54e9";"020805";"5";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, al. Wojska Polskiego 23, 57-320 Polanica-Zdrój";"m. Polanica-Zdrój";"kłodzki";"dolnośląskie";"1501";"1820";"355";"1146";"4";"166";"0";"0";"0";"0";"0";"0";"0";"1146";"0";"0";"1146";"22";"5";"17";"0";"1124";"134";"565";"425"
"caf0-b51f-5ef3-3384-c41e-2d4b-1552-7e93";"020805";"5";"3";"miasto";"stały";"Urząd Miejski, ul. Dąbrowskiego 3, 57-320 Polanica-Zdrój";"m. Polanica-Zdrój";"kłodzki";"dolnośląskie";"1630";"2371";"106";"1524";"1";"502";"0";"0";"0";"0";"0";"0";"0";"1524";"0";"0";"1524";"17";"4";"13";"0";"1507";"179";"772";"556"
"35d4-2755-9040-35d3-0b34-008c-b0ae-6c53";"020805";"5";"4";"miasto";"zakład leczniczy";"Specjalistyczne Centrum Medyczne im. św. Jana Pawła II, budynek D, ul. Jana Pawła II 2, 57-320 Polanica-Zdrój";"m. Polanica-Zdrój";"kłodzki";"dolnośląskie";"100";"77";"76";"24";"0";"10";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"1";"0";"1";"0";"23";"5";"5";"13"
"efd3-ebad-088f-de3e-2f2c-6f6b-2a65-8894";"020806";"5";"1";"miasto";"stały";"Biblioteka Publiczna Miasta i Gminy, Plac Wolności 16, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"880";"943";"469";"411";"0";"5";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"10";"2";"8";"0";"401";"68";"133";"200"
"d47f-6482-cddd-1710-2c45-7989-4f66-8ac8";"020806";"5";"2";"miasto";"stały";"Ratusz, Plac Wolności 1, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"1611";"1747";"751";"860";"1";"7";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"34";"13";"21";"0";"826";"120";"334";"372"
"9614-297f-bc07-7a2b-885a-d099-da5e-c2ac";"020806";"5";"3";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Wojska Polskiego 20, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"880";"955";"341";"539";"0";"0";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"19";"3";"16";"0";"520";"62";"206";"252"
"4c9d-b15c-ad5d-8a7b-3a06-c6c8-10bd-a7b7";"020806";"5";"4";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Wojska Polskiego 68, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"1980";"2152";"662";"1318";"1";"22";"0";"0";"0";"0";"0";"0";"0";"1318";"0";"0";"1318";"30";"3";"27";"0";"1288";"184";"542";"562"
"ce75-d2ca-209d-6ab4-8b41-da7d-9ea2-de67";"020806";"5";"5";"miasto";"stały";"Wydział Urbanistyki i Planowania Urzędu Miasta i Gminy, Plac Wolności 3 - 4, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"1792";"1948";"753";"1039";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1038";"0";"0";"1038";"18";"4";"14";"0";"1020";"168";"449";"403"
"8d4f-6a18-33e9-db4a-750c-3460-4754-4858";"020806";"5";"6";"wieś";"stały";"Wiejski Dom Kultury, Stary Waliszów 91, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"630";"692";"194";"436";"6";"4";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"12";"4";"8";"0";"424";"51";"148";"225"
"c325-06bf-bb44-3857-4d85-4441-e9e3-c89d";"020806";"5";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa Stowarzyszenia ""Stara Łomnica Dzieciom"", Stara Łomnica 64, 57-521 Gorzanów";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"938";"1031";"378";"560";"1";"8";"0";"0";"0";"0";"0";"0";"0";"560";"0";"0";"560";"11";"5";"6";"0";"549";"83";"148";"318"
"9f8e-5c7f-64b3-167d-1067-2ddf-2f6e-da6a";"020806";"5";"8";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi im. Marii Konopnickiej, Pławnica 2, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"831";"916";"301";"530";"0";"3";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"8";"3";"5";"0";"522";"59";"154";"309"
"0187-c083-8d1a-9630-c75f-43c0-8f96-8653";"020806";"5";"9";"wieś";"stały";"Wiejski Dom Kultury, Pl. Wolności 1, 57-521 Gorzanów";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"741";"811";"296";"445";"0";"2";"0";"0";"0";"0";"0";"0";"0";"445";"0";"0";"445";"11";"1";"10";"0";"434";"51";"141";"242"
"0747-69b0-e7a3-fe9d-f2ee-4744-5f47-4277";"020806";"5";"10";"wieś";"stały";"Wiejski Dom Kultury, Nowy Waliszów 81, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"310";"345";"97";"213";"1";"4";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"5";"0";"5";"0";"208";"24";"60";"124"
"6b17-858e-9564-36b5-4c84-d847-1742-8d65";"020806";"5";"11";"wieś";"stały";"Wiejski Dom Kultury, Stara Bystrzyca ul. Bystrzycka 41, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"879";"962";"352";"527";"0";"9";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"18";"1";"17";"0";"509";"79";"221";"209"
"e1e3-3b83-98ad-dc45-7bf5-39fb-e6d7-42cb";"020806";"5";"12";"wieś";"stały";"Sanatorium ""Ondraszek"", ul. Zdrojowa 10A, 57-520 Długopole-Zdrój";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"649";"818";"147";"502";"0";"90";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"7";"0";"7";"0";"495";"62";"227";"206"
"b043-fa05-a2a3-d791-ba5b-4b50-61d7-7fca";"020806";"5";"13";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Międzygórze ul. Pocztowa 1, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"350";"440";"77";"273";"1";"46";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"4";"1";"3";"0";"269";"33";"127";"109"
"744e-32e8-5bca-f422-7d65-5cd5-76ef-0631";"020806";"5";"14";"wieś";"stały";"Wiejski Dom Kultury, Wilkanów 137, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"780";"848";"286";"494";"0";"3";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"14";"1";"13";"0";"480";"66";"136";"278"
"1ceb-1857-30a4-d374-92cb-bd4e-1340-7a4d";"020806";"5";"15";"wieś";"stały";"Świetlica Wiejska, Ponikwa 41A, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"460";"501";"175";"285";"0";"3";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"6";"1";"5";"0";"279";"51";"111";"117"
"d56e-5c30-6945-1602-32e4-e9d4-25d9-90ea";"020806";"5";"16";"miasto";"zakład leczniczy";"Bystrzyckie Centrum Zdrowia, Okrzei 49, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"100";"85";"60";"40";"0";"5";"0";"0";"0";"0";"0";"0";"0";"40";"0";"0";"40";"4";"1";"3";"0";"36";"2";"20";"14"
"0e80-b38d-0c20-cfc1-c920-0511-7076-00b7";"020806";"5";"17";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, Plac Szpitalny 5, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"24";"24";"9";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"0";"0";"0";"0";"15";"3";"3";"9"
"ea43-0a71-b75d-473b-1b68-0115-5a41-8639";"020806";"5";"18";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, Górna 23, 57-500 Bystrzyca Kłodzka";"gm. Bystrzyca Kłodzka";"kłodzki";"dolnośląskie";"34";"35";"22";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"1";"0";"1";"0";"11";"1";"4";"6"
"8c80-8119-cf34-d060-7328-fd21-e006-ecbb";"020807";"5";"1";"wieś";"stały";"Świetlica wiejska, Boguszyn 91a, 57-300 Kłodzko";"gm. Kłodzko";"kłodzki";"dolnośląskie";"330";"358";"126";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"6";"1";"5";"0";"198";"33";"69";"96"
"e989-cc23-9e1e-24c8-3446-1834-98f3-24c6";"020807";"5";"2";"wieś";"stały";"Dom Ludowy, Wojciechowice 106, 57-300 Kłodzko";"gm. Kłodzko";"kłodzki";"dolnośląskie";"640";"709";"256";"384";"0";"2";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"7";"5";"2";"0";"377";"70";"131";"176"
"136e-a26d-b8c9-86c6-1840-d3bb-0a04-2411";"020807";"5";"3";"wieś";"stały";"Szkoła Podstawowa, Jaszkowa Dolna 63 e, 57-312 Jaszkowa Górna";"gm. Kłodzko";"kłodzki";"dolnośląskie";"1080";"1183";"404";"676";"3";"1";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"13";"1";"12";"0";"663";"65";"296";"302"
"6f78-1ce5-a7f8-5655-343f-4809-c282-9c9e";"020807";"5";"4";"wieś";"stały";"Filia Biblioteki Publicznej Gminy Kłodzko, Jaszkowa Górna 71, 57-312 Jaszkowa Górna";"gm. Kłodzko";"kłodzki";"dolnośląskie";"720";"787";"313";"407";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"13";"3";"10";"0";"394";"47";"130";"217"
"c904-6cc1-11e9-70f5-a3f1-d19a-0f00-2fa5";"020807";"5";"5";"wieś";"stały";"Ośrodek Kultury, Sportu i Rekreacji Gminy Kłodzko, ul. Kłodzka 20, 57-360 Ołdrzychowice Kłodzkie";"gm. Kłodzko";"kłodzki";"dolnośląskie";"1600";"1773";"695";"905";"2";"9";"1";"1";"0";"0";"0";"0";"1";"906";"1";"0";"906";"21";"1";"20";"0";"885";"131";"295";"459"
"a334-2d83-4c6e-1ebd-13ac-6362-d032-575c";"020807";"5";"6";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Żelazno 101, 57-361 Żelazno";"gm. Kłodzko";"kłodzki";"dolnośląskie";"820";"895";"366";"454";"0";"0";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"12";"1";"11";"0";"442";"75";"149";"218"
"5c98-0c55-9f2b-506e-d36f-fe5a-9f4b-b997";"020807";"5";"7";"wieś";"stały";"Szkoła Podstawowa, Krosnowice 207, 57-362 Krosnowice";"gm. Kłodzko";"kłodzki";"dolnośląskie";"1990";"2157";"870";"1120";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1120";"0";"0";"1120";"14";"0";"14";"0";"1106";"137";"378";"591"
"7ab0-618e-894d-a948-9156-709a-79d4-d6b3";"020807";"5";"8";"wieś";"stały";"Centrum Inicjatyw Społeczno-Kulturalnych, Stary Wielisław 61 a, 57-313 Stary Wielisław";"gm. Kłodzko";"kłodzki";"dolnośląskie";"830";"905";"328";"502";"0";"1";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"7";"2";"5";"0";"495";"58";"181";"256"
"f6ec-d3ec-88fa-259d-c311-fb23-735b-be5e";"020807";"5";"9";"wieś";"stały";"Przedszkole Gminne, Szalejów Dolny 100, 57-314 Szalejów Górny";"gm. Kłodzko";"kłodzki";"dolnośląskie";"680";"742";"346";"334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"11";"0";"11";"0";"323";"52";"105";"166"
"c219-248b-0bdb-6638-6449-c8c1-0313-5e04";"020807";"5";"10";"wieś";"stały";"Dom Ludowy, Szalejów Górny 1, 57-314 Szalejów Górny";"gm. Kłodzko";"kłodzki";"dolnośląskie";"580";"633";"246";"334";"0";"5";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"7";"1";"6";"0";"327";"45";"124";"158"
"af3d-5d79-c8d1-7bb6-2ac5-d6b7-2b7e-2744";"020807";"5";"11";"wieś";"stały";"Świetlica wiejska, Piszkowice 59 h, 57-315 Bierkowice";"gm. Kłodzko";"kłodzki";"dolnośląskie";"510";"561";"226";"284";"0";"1";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"6";"0";"6";"0";"278";"32";"89";"157"
"de22-7f37-2338-edcf-a9b9-5ee5-6ab3-2a0a";"020807";"5";"12";"wieś";"stały";"Świetlica wiejska, Święcko 18, 57-441 Bożków";"gm. Kłodzko";"kłodzki";"dolnośląskie";"320";"352";"146";"174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"2";"0";"2";"0";"172";"26";"51";"95"
"2907-678d-c70b-de07-30ca-fca6-8e2b-9ebe";"020807";"5";"13";"wieś";"stały";"Przedszkole Gminne z Oddziałami Integracyjnymi, Bierkowice 3, 57-315 Bierkowice";"gm. Kłodzko";"kłodzki";"dolnośląskie";"740";"813";"315";"425";"0";"2";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"8";"3";"5";"0";"417";"39";"112";"266"
"466e-faf8-5a07-876c-1e6a-24dc-5a7b-a947";"020807";"5";"14";"wieś";"stały";"Dom Ludowy, Wojbórz 138, 57-442 Wojbórz";"gm. Kłodzko";"kłodzki";"dolnośląskie";"870";"950";"427";"443";"0";"6";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"12";"1";"11";"0";"431";"59";"145";"227"
"c237-da2a-5063-85a8-3969-08f5-10f1-b7ad";"020807";"5";"15";"wieś";"stały";"Świetlica wiejska, Ławica 8, 57-300 Kłodzko";"gm. Kłodzko";"kłodzki";"dolnośląskie";"650";"708";"279";"371";"0";"1";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"7";"0";"7";"0";"364";"30";"126";"208"
"ce8d-5693-171f-e5ef-4ba7-48e6-96f1-18db";"020808";"5";"1";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Kościelna 31, 57-540 Lądek-Zdrój";"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";"800";"911";"352";"448";"1";"29";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"9";"2";"7";"0";"439";"62";"180";"197"
"0244-e293-cea0-b3b9-381e-6c36-b393-2f95";"020808";"5";"2";"miasto";"stały";"Gimnazjum Publiczne, ul. Zamenhofa 2, 57-540 Lądek-Zdrój";"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";"800";"931";"250";"550";"2";"42";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"15";"0";"15";"0";"535";"71";"272";"192"
"d911-1b77-77e4-c171-3af0-11d8-1cf1-281c";"020808";"5";"3";"miasto";"stały";"Gimnazjum Publiczne, ul. Zamenhofa 2, 57-540 Lądek-Zdrój";"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";"860";"910";"458";"402";"2";"1";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"13";"1";"12";"0";"389";"52";"163";"174"
"b1d9-9299-904f-fbb6-0787-eb9f-d51f-8914";"020808";"5";"4";"miasto";"stały";"Kinoteatr, ul. Orla 7, 57-540 Lądek-Zdrój";"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";"1219";"1425";"280";"939";"2";"354";"3";"3";"0";"0";"0";"0";"3";"941";"3";"0";"941";"14";"3";"11";"0";"927";"113";"418";"396"
"6073-894f-bd85-869c-4b81-d928-6303-6428";"020808";"5";"5";"miasto";"stały";"Przedszkole, ul. Powstańców Wielkopolskich 26A, 57-540 Lądek-Zdrój";"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";"920";"987";"355";"565";"1";"18";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"6";"1";"5";"0";"559";"65";"249";"245"
"ef53-fd75-30ad-d285-dc87-997c-41d0-0990";"020808";"5";"6";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Radochów 104, 57-540 Lądek-Zdrój";"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";"820";"891";"363";"457";"0";"2";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"4";"3";"1";"0";"453";"64";"212";"177"
"0acf-7ce7-a19b-b682-1aaf-a2ed-760c-aef1";"020808";"5";"7";"wieś";"stały";"Szkoła Podstawowa, Trzebieszowice 150, 57-540 Lądek-Zdrój";"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";"1040";"1146";"469";"571";"1";"13";"0";"0";"0";"0";"0";"0";"0";"571";"0";"3";"568";"12";"3";"9";"0";"556";"79";"187";"290"
"f7df-046b-8cad-d16e-f595-e7b8-2d4d-4d63";"020808";"5";"8";"miasto";"zakład leczniczy";"Szpital Rehabilitacyjny ""Stanisław"", Wolności 2a, 57-540 Lądek-Zdrój";"gm. Lądek-Zdrój";"kłodzki";"dolnośląskie";"64";"42";"23";"41";"0";"15";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"1";"0";"1";"0";"40";"10";"14";"16"
"3e2d-0932-28b3-e148-fede-adb3-a88d-e9ef";"020809";"5";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Kościelna 1, 57-343 Lewin Kłodzki";"gm. Lewin Kłodzki";"kłodzki";"dolnośląskie";"820";"954";"266";"554";"5";"69";"0";"0";"0";"0";"0";"0";"0";"554";"0";"0";"554";"4";"1";"3";"0";"550";"97";"227";"226"
"d8dd-3370-8196-1c4d-2460-7266-74f1-df44";"020809";"5";"2";"wieś";"stały";"Gminna Spółdzielnia ""SCh"" Jeleniów, Jeleniów pl. Spółdzielczy 49, 57-343 Lewin Kłodzki";"gm. Lewin Kłodzki";"kłodzki";"dolnośląskie";"600";"664";"293";"307";"0";"3";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"5";"5";"0";"0";"302";"44";"107";"151"
"fc3a-8250-be1f-f2c3-f283-919e-ed0d-57d6";"020810";"5";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, Plac Wolności 15, 57-530 Międzylesie";"gm. Międzylesie";"kłodzki";"dolnośląskie";"920";"1037";"327";"593";"1";"31";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"6";"1";"5";"0";"587";"66";"255";"266"
"a800-e16c-0dc0-6819-d721-41c7-cc03-a77d";"020810";"5";"2";"miasto";"stały";"Biblioteka Publiczna Miasta i Gminy, ul. Wojska Polskiego 11, 57-530 Międzylesie";"gm. Międzylesie";"kłodzki";"dolnośląskie";"982";"1067";"407";"575";"1";"2";"0";"0";"0";"0";"0";"0";"0";"575";"0";"0";"575";"8";"3";"5";"0";"567";"65";"234";"268"
"a577-3cf9-74d9-a42b-a3bd-5de6-fefe-4f33";"020810";"5";"3";"wieś";"stały";"Świetlica Wiejska, Boboszów 11, 57-530 Międzylesie";"gm. Międzylesie";"kłodzki";"dolnośląskie";"320";"337";"119";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"5";"0";"5";"0";"196";"18";"91";"87"
"1f5b-8731-5de5-785a-93e8-3828-c717-a634";"020810";"5";"4";"wieś";"stały";"Różańskie Centrum Informacji Wiejskiej, Różanka 53, 57-530 Międzylesie";"gm. Międzylesie";"kłodzki";"dolnośląskie";"340";"380";"149";"191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"3";"0";"3";"0";"188";"22";"83";"83"
"b828-b91d-023e-984a-d637-17e5-bbfe-4a66";"020810";"5";"5";"wieś";"stały";"Świetlica wiejska, Roztoki 34, 57-530 Międzylesie";"gm. Międzylesie";"kłodzki";"dolnośląskie";"500";"545";"212";"288";"0";"1";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"8";"3";"5";"0";"280";"39";"104";"137"
"d21c-517a-9dac-e327-8f79-d5ea-6d47-128b";"020810";"5";"6";"wieś";"stały";"Filia Biblioteki Publicznej Miasta i Gminy, Długopole Górne 79, 57-520 Długopole-Zdrój";"gm. Międzylesie";"kłodzki";"dolnośląskie";"520";"577";"249";"271";"0";"3";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"10";"5";"5";"0";"261";"37";"103";"121"
"77c9-dfb3-484f-5418-710e-58d9-ed50-453f";"020810";"5";"7";"wieś";"stały";"Filia Miejsko-Gminnego Ośrodka Kultury-Dom Kultury, ul. Kolejowa 3, 57-522 Domaszków";"gm. Międzylesie";"kłodzki";"dolnośląskie";"840";"929";"357";"483";"0";"0";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"13";"0";"13";"0";"470";"65";"177";"228"
"d1a8-a09c-8510-ad55-0078-e2e0-e515-43e9";"020810";"5";"8";"wieś";"stały";"Świetlica wiejska, Goworów 14, 57-530 Międzylesie";"gm. Międzylesie";"kłodzki";"dolnośląskie";"480";"544";"154";"326";"0";"10";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"6";"0";"6";"0";"320";"50";"154";"116"
"e59a-78c8-8997-d5fa-7fd5-0e54-0d05-7759";"020810";"5";"9";"wieś";"stały";"Świetlica Wiejska, Pisary 36, 57-530 Międzylesie";"gm. Międzylesie";"kłodzki";"dolnośląskie";"350";"398";"162";"188";"0";"8";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"7";"0";"7";"0";"181";"24";"86";"71"
"6cca-387c-f74a-19ea-bd30-f15d-5040-330e";"020811";"5";"1";"wieś";"stały";"Zespół Szkół Nr 1, ul. Główna 85, 57-430 Jugów";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"530";"574";"252";"278";"0";"1";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"4";"1";"3";"0";"274";"42";"131";"101"
"6762-0b3b-5c34-d228-c0eb-4649-3393-485e";"020811";"5";"2";"wieś";"stały";"Zespół Szkół Nr 1, ul. Główna 85, 57-430 Jugów";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"550";"599";"277";"273";"0";"1";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"7";"0";"7";"0";"266";"37";"120";"109"
"78df-b97e-f7ae-16b1-f99b-6fd1-bc25-acd3";"020811";"5";"3";"wieś";"stały";"Zespół Szkół Nr 1, ul. Główna 105, 57-430 Jugów";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"441";"474";"213";"228";"0";"1";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"1";"0";"1";"0";"227";"42";"111";"74"
"35b5-5a3d-481c-d51f-7e26-d5ce-0ddd-f2da";"020811";"5";"4";"wieś";"stały";"Świetlica wiejska ""Jugowianka"", ul. Główna 155, 57-430 Jugów";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"530";"569";"257";"273";"1";"2";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"5";"1";"4";"0";"268";"50";"123";"95"
"17ac-1a23-a7e7-ef30-36a8-16b7-a87e-1341";"020811";"5";"5";"wieś";"stały";"Centrum Kultury Gminy Nowa Ruda, ul. Fabryczna 2, 57-450 Ludwikowice Kłodzkie";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"630";"691";"276";"354";"0";"1";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"7";"0";"7";"0";"346";"50";"152";"144"
"3951-d2cd-072f-57dc-c569-8aba-e0dc-72ed";"020811";"5";"6";"wieś";"stały";"Muzeum Ziemi Sowiogórskiej, ul. Główna 65, 57-450 Ludwikowice Kłodzkie";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"609";"658";"287";"322";"1";"0";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"7";"6";"1";"0";"315";"45";"122";"148"
"5ec5-bf7c-f81d-4d1c-3e00-0b4d-4fc7-59ce";"020811";"5";"7";"wieś";"stały";"Świetlica wiejska, Sokolec 3, 57-450 Ludwikowice Kłodzkie";"gm. Nowa Ruda";"kłodzki";"dolnośląskie";"410";"463";"184";"226";"0";"13";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"6";"1";"5";"0";"220";"26";"88";"106"
